...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
600;589;120;120_01;120_01_05;0589;roebers et al;2004;Roebers_2004;article;"Claudia M Roebers; Tim Gelhaar; Wolfgang Schneider";textquotedblleft}It's magic!{\textquotedblright} The effects of presentation modality on children's event memory, suggestibility, and confidence judgments;2004;Journal of Experimental Child Psychology;10.1016/j.jecp.2004.01.004;en;de;de;community;field;NA;NA;0;0;0;0;270;30,000;30,000;within;NA;NA;0,9100;0,6700;0,1060;0,1210;proportion;0;omit;omit;neutral;7-8 year olds video;Table 4, p. 329;7,670;NA;0,3580;NA;NA;0,5330;NA;no_manipulation;0;0;audiovisual;magic_show_roebers_et_al_2004;NA;0;0;168,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;live;NA;11;11;22;NA;The study investigated the influence of presentation modality (live, video, and slide show) on the ME. Age and gender distr was generalized across the age groups;0,910000000;0,670000000;0,1060000000000000;0,12100000000000000;NA;NA;621;2,08251436111343757;0,10280721720203090
601;590;120;120_01;120_01_06;0590;roebers et al;2004;Roebers_2004;article;"Claudia M Roebers; Tim Gelhaar; Wolfgang Schneider";textquotedblleft}It's magic!{\textquotedblright} The effects of presentation modality on children's event memory, suggestibility, and confidence judgments;2004;Journal of Experimental Child Psychology;10.1016/j.jecp.2004.01.004;en;de;de;community;field;NA;NA;0;0;0;0;270;32,000;32,000;within;NA;NA;0,9600;0,7170;0,0560;0,1230;proportion;0;omit;omit;neutral;9-10 year olds video;Table 4, p. 329;9,917;NA;0,3750;NA;NA;0,4890;NA;no_manipulation;0;0;visual;magic_show_roebers_et_al_2004;NA;0;0;168,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;live;NA;11;11;22;NA;The study investigated the influence of presentation modality (live, video, and slide show) on the ME. Age and gender distr was generalized across the age groups;0,960000000;0,717000000;0,0560000000000000;0,12300000000000000;NA;NA;622;2,51189042346898317;0,11179369921496241
602;591;120;120_01;120_01_07;0591;roebers et al;2004;Roebers_2004;article;"Claudia M Roebers; Tim Gelhaar; Wolfgang Schneider";textquotedblleft}It's magic!{\textquotedblright} The effects of presentation modality on children's event memory, suggestibility, and confidence judgments;2004;Journal of Experimental Child Psychology;10.1016/j.jecp.2004.01.004;en;de;de;community;field;NA;NA;0;0;0;0;270;30,000;30,000;within;NA;NA;0,8870;0,5840;0,1410;0,1680;proportion;0;omit;omit;neutral;5-6 year olds slide;Table 4, p. 329;5,580;NA;0,3300;NA;NA;0,5670;NA;no_manipulation;0;0;live;magic_show_roebers_et_al_2004;NA;0;0;168,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;live;NA;11;11;22;NA;The study investigated the influence of presentation modality (live, video, and slide show) on the ME. Age and gender distr was generalized across the age groups;0,887000000;0,584000000;0,1410000000000000;0,16800000000000001;NA;NA;623;1,92832949991349856;0,09765378883530536
603;592;120;120_01;120_01_08;0592;roebers et al;2004;Roebers_2004;article;"Claudia M Roebers; Tim Gelhaar; Wolfgang Schneider";textquotedblleft}It's magic!{\textquotedblright} The effects of presentation modality on children's event memory, suggestibility, and confidence judgments;2004;Journal of Experimental Child Psychology;10.1016/j.jecp.2004.01.004;en;de;de;community;field;NA;NA;0;0;0;0;270;30,000;30,000;within;NA;NA;0,8840;0,6280;0,1050;0,1650;proportion;0;omit;omit;neutral;7-8 year olds slide;Table 4, p. 329;7,670;NA;0,3580;NA;NA;0,5330;NA;no_manipulation;0;0;audiovisual;magic_show_roebers_et_al_2004;NA;0;0;168,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;live;NA;11;11;22;NA;The study investigated the influence of presentation modality (live, video, and slide show) on the ME. Age and gender distr was generalized across the age groups;0,884000000;0,628000000;0,1050000000000000;0,16500000000000001;NA;NA;624;1,82708171691569610;0,09448523000239673
604;593;120;120_01;120_01_09;0593;roebers et al;2004;Roebers_2004;article;"Claudia M Roebers; Tim Gelhaar; Wolfgang Schneider";textquotedblleft}It's magic!{\textquotedblright} The effects of presentation modality on children's event memory, suggestibility, and confidence judgments;2004;Journal of Experimental Child Psychology;10.1016/j.jecp.2004.01.004;en;de;de;community;field;NA;NA;0;0;0;0;270;28,000;28,000;within;NA;NA;0,9290;0,7210;0,0660;0,1690;proportion;0;omit;omit;neutral;9-10 year olds slides;Table 4, p. 329;9,917;NA;0,3750;NA;NA;0,4890;NA;no_manipulation;0;0;visual;magic_show_roebers_et_al_2004;NA;0;0;168,00;live;interview;NA;no_manipulation;0;0;0;0;recognition;live;NA;11;11;22;NA;The study investigated the influence of presentation modality (live, video, and slide show) on the ME. Age and gender distr was generalized across the age groups;0,929000000;0,721000000;0,0660000000000000;0,16900000000000001;NA;NA;625;1,59867736703650221;0,09424794039173895
605;594;121;121_01;121_01_01;0594;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;270;90,000;90,000;within;NA;NA;0,8600;0,5800;0,0950;0,2850;proportion;0;omit;omit;no misinformation;none;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;0;0;1;0;source_monitoring;text;NA;8;8;32;NA;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,860000000;0,580000000;0,0950000000000000;0,28499999999999998;NA;NA;626;1,31254030637047858;0,02700767237735308
606;595;121;121_01;121_01_02;0595;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;270;90,000;90,000;within;NA;NA;0,8500;0,6500;0,0950;0,2850;proportion;0;omit;omit;no misinformation;summary;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;1;0;source_monitoring;text;NA;8;8;32;postexposure recall;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,850000000;0,650000000;0,0950000000000000;0,28499999999999998;NA;NA;627;0,93752879026462732;0,02466377842381960
607;596;121;121_01;121_01_03;0596;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;270;90,000;90,000;within;NA;NA;0,8500;0,5300;0,0950;0,2850;proportion;0;omit;omit;no misinformation;detail;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;1;0;1;0;source_monitoring;text;NA;8;8;32;postexposure recall;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,850000000;0,530000000;0,0950000000000000;0,28499999999999998;NA;NA;628;1,50004606442340371;0,02847260609831151
608;597;121;121_02;121_02_01;0597;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;216;72,000;72,000;within;NA;NA;0,8300;0,6300;0,0850;0,2550;proportion;0;omit;omit;no misinformation;none;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;0;0;0,00;text;questionnaire;NA;no_manipulation;0;0;1;0;source_monitoring;text;NA;8;8;32;NA;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,830000000;0,630000000;0,0850000000000000;0,25500000000000000;NA;NA;629;1,04669809246212919;0,03158186422487451
609;598;121;121_02;121_02_02;0598;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;216;72,000;72,000;within;NA;NA;0,8500;0,6600;0,0850;0,2550;proportion;0;omit;omit;no misinformation;summary;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;1;0;source_monitoring;text;NA;8;8;32;postevent recall;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,850000000;0,660000000;0,0850000000000000;0,25500000000000000;NA;NA;630;0,99436318783902256;0,03121096579628258
610;599;121;121_02;121_02_03;0599;lane et al;2001;Lane_2001;article;"Sean M. Lane; Mara Mather; Diane Villa; Shelby K. Morita";How events are reviewed matters: Effects of varied focus on eyewitness suggestibility;2001;Memory {\&}amp$\mathsemicolon$ Cognition;10.3758/bf03195756;en;en;us;students;lab;required;partial fulfillment of a class credit;0;0;0;0;216;72,000;72,000;within;NA;NA;0,8200;0,6500;0,1700;0,2550;proportion;0;omit;omit;no misinformation;detail;Table 2, p. 943. MI was reversed;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;burglary_car_chase_video_zaragoza_mitchell_1996;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;1;0;source_monitoring;text;NA;8;8;32;postevent recall;Examined how two different types of postexposure recall (summary vs detailed) affected misattributions/correct attributions;0,820000000;0,650000000;0,1700000000000000;0,25500000000000000;NA;NA;631;0,78031271241918843;0,02989197197626038
611;600;122;122_01;122_01_01;0600;roberts;1999;NA;NA;NA;NA;NA;NA;10.1002/(SICI)1099-0720(199912)13:6;en;en;us;community;lab;goods;received the photographs taken in the experiment;0;0;0;0;36;18,000;18,000;within;NA;NA;9,1700;0,5600;6,1100;1,9200;count;0;omit;omit;consistent;A/AR & A/IR immediate;Table 2, p. 549;4,583;NA;NA;4,330;4,833;NA;NA;no_manipulation;0;0;live;photography_play_session_roberts_1999;NA;0;0;24,00;live;narrative;NA;no_manipulation;0;696;0;0;free_recall;live;NA;18;12;NA;NA;They had a control group, but I extracted data from within subjects (consistent vs misinfo);0,509444444;0,046666667;0,3394444440000000;0,16000000000000000;NA;NA;632;1,70521571334530808;0,15149667540332984
612;601;122;122_01;122_01_02;0601;roberts;1999;NA;NA;NA;NA;NA;NA;10.1002/(SICI)1099-0720(199912)13:6;en;en;us;community;lab;goods;received the photographs taken in the experiment;0;0;0;0;36;18,000;18,000;within;NA;NA;15,6100;1,2800;7,2000;2,1600;count;0;omit;omit;consistent;A/AR & A/IR delayed;Table 2, p. 549;4,667;NA;NA;4,330;4,833;NA;NA;no_manipulation;0;0;live;photography_play_session_roberts_1999;NA;0;0;720,00;live;narrative;NA;no_manipulation;0;168;0;0;free_recall;live;NA;18;12;NA;NA;They had a control group, but I extracted data from within subjects (consistent vs misinfo);0,867222222;0,106666667;0,4000000000000000;0,17999999999999999;NA;NA;633;2,39757008609961630;0,19094919885777389
613;602;122;122_01;122_01_01;0602;roberts;1999;NA;NA;NA;NA;NA;NA;10.1002/(SICI)1099-0720(199912)13:6;en;en;us;community;lab;goods;received the photographs taken in the experiment;0;0;0;0;36;18,000;18,000;within;NA;NA;2,3900;1,8300;0,7000;1,3800;count;0;omit;omit;consistent;accurate answers, correct-review vs incorrect-review, immediate;Table 3, p.550;4,583;NA;NA;4,330;4,833;NA;NA;no_manipulation;0;0;live;photography_play_session_roberts_1999;NA;0;0;24,00;live;narrative;NA;no_manipulation;1;696;0;0;cued_recall;live;NA;4;6;18;NA;They had a control group, but I extracted data from within subjects (consistent vs misinfo);0,597500000;0,305000000;0,1750000000000000;0,23000000000000001;NA;NA;634;1,39946013214058307;0,13831234252015190
614;603;122;122_01;122_01_02;0603;roberts;1999;NA;NA;NA;NA;NA;NA;10.1002/(SICI)1099-0720(199912)13:6;en;en;us;community;lab;goods;received the photographs taken in the experiment;0;0;0;0;36;18,000;18,000;within;NA;NA;2,5600;1,8300;0,0860;1,1000;count;0;omit;omit;consistent;accurate answers, correct-review vs incorrect-review, delayed;Table 3, p.550;4,667;NA;NA;4,330;4,833;NA;NA;no_manipulation;0;0;live;photography_play_session_roberts_1999;NA;0;0;720,00;live;narrative;NA;no_manipulation;1;168;0;0;cued_recall;live;NA;4;6;18;NA;They had a control group, but I extracted data from within subjects (consistent vs misinfo);0,640000000;0,305000000;0,0215000000000000;0,18333333299999999;NA;NA;635;2,50945968107320772;0,19857483181850061
615;604;123;123_01;123_01_01;0604;macleod & saunders;2005;MacLeod_2005;article;"Malcolm D. MacLeod; Jo Saunders";The Role of Inhibitory Control in the Production of Misinformation Effects.;2005;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.31.5.964;en;en;gb;students;lab;none;NA;0;0;0;0;120;30,000;30,000;within;NA;NA;0,8500;0,4900;0,1400;0,2100;proportion;0;omit;omit;consistent;rp+ (control) vs mi/rp -;Table 3, p. 971;NA;NA;NA;NA;NA;0,4870;NA;no_manipulation;0;0;visual;burglary_narrative_saunders_macleod_2002;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;0;0;recognition;text;NA;10;1;10;"MI unpracticed items from the practiced set (Rp; i.e., first-order inhibition)";They had a RP control group which received no retrieval practice, I could not find a comparable control item for this group so I did not extract data from this condition;0,850000000;0,490000000;0,1400000000000000;0,20999999999999999;NA;NA;636;1,99097822755295706;0,09969995252158262
616;605;123;123_01;123_01_02;0605;macleod & saunders;2005;MacLeod_2005;article;"Malcolm D. MacLeod; Jo Saunders";The Role of Inhibitory Control in the Production of Misinformation Effects.;2005;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.31.5.964;en;en;gb;students;lab;none;NA;0;0;0;0;120;30,000;30,000;within;NA;NA;0,8600;0,5300;0,1000;0,2700;proportion;0;omit;omit;consistent;rp+ (control) vs mi/nrp similar to RP+;Table 3, p. 971;NA;NA;NA;NA;NA;0,4870;NA;no_manipulation;0;0;visual;burglary_narrative_saunders_macleod_2002;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;0;0;recognition;text;NA;10;1;10;"MI unpracticed items from the unpracticed category that are semantically similar to practiced items from the practiced category (Nrp similar to Rp; i.e., cross-category inhibition)";They had a RP control group which received no retrieval practice, I could not find a comparable control item for this group so I did not extract data from this condition;0,860000000;0,530000000;0,1000000000000000;0,27000000000000002;NA;NA;637;1,59981734414256715;0,08799512945516147
617;606;123;123_01;123_01_03;0606;macleod & saunders;2005;MacLeod_2005;article;"Malcolm D. MacLeod; Jo Saunders";The Role of Inhibitory Control in the Production of Misinformation Effects.;2005;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.31.5.964;en;en;gb;students;lab;none;NA;0;0;0;0;120;30,000;30,000;within;NA;NA;0,8300;0,4800;0,1300;0,2500;proportion;0;omit;omit;consistent;rp+ (control) vs mi/nrp similar to RP-;Table 3, p. 971;NA;NA;NA;NA;NA;0,4870;NA;no_manipulation;0;0;visual;burglary_narrative_saunders_macleod_2002;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;0;0;recognition;text;NA;10;1;10;"MI unpracticed items from the unpracticed category that are semantically similar to unpracticed items from the practiced category (Nrp similar to Rp: i.e., second-order inhibition);";They had a RP control group which received no retrieval practice, I could not find a comparable control item for this group so I did not extract data from this condition;0,830000000;0,480000000;0,1300000000000000;0,25000000000000000;NA;NA;638;1,73377014133036389;0,09171632419140592
618;607;123;123_01;123_01_04;0607;macleod & saunders;2005;MacLeod_2005;article;"Malcolm D. MacLeod; Jo Saunders";The Role of Inhibitory Control in the Production of Misinformation Effects.;2005;Journal of Experimental Psychology: Learning, Memory, and Cognition;10.1037/0278-7393.31.5.964;en;en;gb;students;lab;none;NA;0;0;0;0;120;30,000;30,000;within;NA;NA;0,8300;0,6500;0,1200;0,1800;proportion;0;omit;omit;consistent;rp+ (control) vs mi/nrp dissimilar;Table 3, p. 971;NA;NA;NA;NA;NA;0,4870;NA;no_manipulation;0;0;visual;burglary_narrative_saunders_macleod_2002;NA;1;0;0,00;text;questionnaire;NA;no_manipulation;0;0;0;0;recognition;text;NA;10;1;10;"MI unpracticed items from the unpracticed category that are semantically dissimilar to items from the practiced category (Nrp dissimilar; i.e., items that had not been subject to inhibition)";They had a RP control group which received no retrieval practice, I could not find a comparable control item for this group so I did not extract data from this condition;0,830000000;0,650000000;0,1200000000000000;0,17999999999999999;NA;NA;639;1,16140396607255769;0,07790715977007556
619;623;127;127_01;127_01_01;0623;paterson;2011;Paterson_2011;article;"Helen M. Paterson; Richard I. Kemp; Jodie R. Ng";Combating Co-witness contamination: Attempting to decrease the negative effects of discussion on eyewitness memory;2011;Applied Cognitive Psychology;10.1002/acp.1640;en;en;au;students;lab;course_credit;NA;0;0;0;0;64;16,000;16,000;between;NA;NA;0,7400;0,7110;0,1570;0,1810;proportion;0;omit;omit;consistent;warning;Table 2, p. 47;19,200;NA;1,8800;NA;NA;0,6250;NA;no_manipulation;0;0;audiovisual;robbery_paterson_et_al_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;168;1;0;free_recall;live;NA;6;6;NA;cowitness with warning;Gender distr and age generalized across conditions;0,740000000;0,711000000;0,1570000000000000;0,18099999999999999;NA;NA;655;0,16684546891087818;0,12543495953900141
620;624;127;127_01;127_01_02;0624;paterson;2011;Paterson_2011;article;"Helen M. Paterson; Richard I. Kemp; Jodie R. Ng";Combating Co-witness contamination: Attempting to decrease the negative effects of discussion on eyewitness memory;2011;Applied Cognitive Psychology;10.1002/acp.1640;en;en;au;students;lab;course_credit;NA;0;0;0;0;64;16,000;16,000;between;NA;NA;0,6750;0,6840;0,1920;0,2090;proportion;0;omit;omit;consistent;no warning;Table 2, p. 47;19,200;NA;1,8800;NA;NA;0,6250;NA;no_manipulation;0;0;audiovisual;robbery_paterson_et_al_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;168;0;0;free_recall;live;NA;6;6;NA;cowitness with no warning;Gender distr and age generalized across conditions;0,675000000;0,684000000;0,1920000000000000;0,20899999999999999;NA;NA;656;-0,04371529454164309;0,12502985979651349
621;625;127;127_02;127_02_01;0625;paterson;2011;Paterson_2011;article;"Helen M. Paterson; Richard I. Kemp; Jodie R. Ng";Combating Co-witness contamination: Attempting to decrease the negative effects of discussion on eyewitness memory;2011;Applied Cognitive Psychology;10.1002/acp.1640;en;en;au;students;lab;course_credit;NA;0;0;0;0;72;12,000;12,000;between;NA;NA;0,6930;0,6910;0,1600;0,2760;proportion;0;omit;omit;consistent;immediate warning;Table 3, p. 49;21,530;NA;7,9700;NA;NA;0,6670;NA;no_manipulation;0;0;audiovisual;robbery_paterson_et_al_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;168;1;0;free_recall;live;NA;6;6;NA;cowitness with immediate warning (right after exposure);Gender distr and age generalized across conditions;0,693000000;0,691000000;0,1600000000000000;0,27600000000000002;NA;NA;657;0,00855957866561287;0,16666819304972777
622;626;127;127_02;127_02_02;0626;paterson;2011;Paterson_2011;article;"Helen M. Paterson; Richard I. Kemp; Jodie R. Ng";Combating Co-witness contamination: Attempting to decrease the negative effects of discussion on eyewitness memory;2011;Applied Cognitive Psychology;10.1002/acp.1640;en;en;au;students;lab;course_credit;NA;0;0;0;0;72;12,000;12,000;between;NA;NA;0,7360;0,7350;0,1580;0,1700;proportion;0;omit;omit;consistent;delayed warning;Table 3, p. 49;21,530;NA;7,9700;NA;NA;0,6670;NA;no_manipulation;0;0;audiovisual;robbery_paterson_et_al_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;168;1;0;free_recall;live;NA;6;6;NA;cowitness with delayed warning (right before final recall);Gender distr and age generalized across conditions;0,736000000;0,735000000;0,1580000000000000;0,17000000000000001;NA;NA;658;0,00588295843992747;0,16666738769166678
623;627;127;127_02;127_02_03;0627;paterson;2011;Paterson_2011;article;"Helen M. Paterson; Richard I. Kemp; Jodie R. Ng";Combating Co-witness contamination: Attempting to decrease the negative effects of discussion on eyewitness memory;2011;Applied Cognitive Psychology;10.1002/acp.1640;en;en;au;students;lab;course_credit;NA;0;0;0;0;72;12,000;12,000;between;NA;NA;0,7770;0,6120;0,1640;0,2080;proportion;0;omit;omit;consistent;no warning;Table 3, p. 49;21,530;NA;7,9700;NA;NA;0,6670;NA;no_manipulation;0;0;audiovisual;robbery_paterson_et_al_2011;NA;0;0;0,00;live;cowitness;NA;no_manipulation;0;168;0;0;free_recall;live;NA;6;6;NA;cowitness with no warning;Gender distr and age generalized across conditions;0,777000000;0,612000000;0,1640000000000000;0,20799999999999999;NA;NA;659;0,85051942145414894;0,18173715179730623
624;635;131;131_01;131_01_01;0635;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,7830;0,4860;0,1450;0,2680;proportion;0;omit;omit;consistent;This is the accuracy on the intermiten test group comparing consistent and misled questions.;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;18,000;23,000;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;22;11;33;We have a pre-exposure regocnition test that produces recall enhanced suggestibility;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,783000000;0,486000000;0,1450000000000000;0,26800000000000002;NA;NA;667;1,36636195747007338;0,05606218749330370
625;636;131;131_01;131_01_02;0636;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,8000;0,5300;0,1190;0,1790;proportion;0;omit;omit;consistent;This is accuracy on the standard test procedure comparing misled and control;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;18,000;23,000;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;22;11;33;NA;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,800000000;0,530000000;0,1190000000000000;0,17899999999999999;NA;NA;668;1,76088625744314276;0,06307227506620522
626;637;131;131_01;131_01_03;0637;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,8190;0,4050;0,2080;0,1490;proportion;0;omit;omit;consistent;this is the accuracy on the emphazized details group comparing control and misled.;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;18,000;23,000;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;22;11;33;We have a  specific treatment here that emphazised details in the PEI;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,819000000;0,405000000;0,2080000000000000;0,14899999999999999;NA;NA;669;2,26826443221864738;0,07468763371856922
627;638;131;131_02;131_02_01;0638;Thomas;2017;Thomas_2017;article;"Ayanna K. Thomas; Leamarie T. Gordon; Paul M. Cernasov; John B. Bulevich";The effect of testing can increase or decrease misinformation susceptibility depending on the retention interval;2017;Cognitive Research: Principles and Implications;10.1186/s41235-017-0081-4;en;en;us;students;lab;NA;participants were reqruted from the participant pool at tufts university, we therefore assume them to be students since no population is mentioned in the article;0;0;0;0;132;44,000;44,000;within;NA;NA;0,7020;0,5310;0,1790;0,2380;proportion;0;omit;omit;consistent;This is the accuracy on the intermiten test group comparing consistent and misled questions.;figure 2, p.5. Extracted with a ruler and standard errors converted to standard deviations.;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;1;0;0,00;visual;narrative;no_manipulation;no_manipulation;0;48;0;0;cued_recall;text;NA;22;11;33;We have a pre-exposure regocnition test that produces recall enhanced suggestibility and a retention interval.;This is a two experiment study that has three treatments(RES, emphazised detail, standard paradigm). The second experiment introduces a 48 hour retention inteval.;0,702000000;0,531000000;0,1790000000000000;0,23799999999999999;NA;NA;670;0,80495008954293834;0,04913604912872264
