id_record,id_study,id_control,id_effect,authors,title,publication_year,container,record_type,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,,total_accuracy_control_mean,total_accuracy_mi_mean,total_accuracy_control_sd,total_accuracy_mi_sd,total_accuracy_control_prop,total_accuracy_mi_prop,id,,,,,,,
106,106_02,106_02_01,0511,lehman et al,"Long-term stability of young children's eyewitness accuracy, suggestibility, and resistance to misinformation",2010,journal,article,10.1016/j.appdev.2009.11.007,en,en,us,children,lab,NA,NA,0,0,0,0,31,7,7,within,NA,NA,.139,.367,.171,.173,proportion,0,omit,omit,no misinformation,6 year old recall,"Table 6, p.151",NA,NA,NA,NA,NA,.643,NA,no_manipulation,0,0,audiovisual,henrys_bag_story_lehman_et_al_2009,NA,NA,0,63,live,interview,NA,no_manipulation,0,168,0,0,cued_recall,live,NA,10,10,20,NA,Gender distribution and age generalized across each age group ,,.139,.367,.171,.173,NA,NA,512,,,,,,,
106,106_02,106_02_02,0512,lehman et al,"Long-term stability of young children's eyewitness accuracy, suggestibility, and resistance to misinformation",2010,journal,article,10.1016/j.appdev.2009.11.007,en,en,us,children,lab,NA,NA,0,0,0,0,31,7,7,within,NA,NA,.580,.42,.171,.084,proportion,0,omit,omit,no misinformation,6 year old recog,"Table 6, p.151",NA,NA,NA,NA,NA,.643,NA,no_manipulation,0,0,audiovisual,henrys_bag_story_lehman_et_al_2009,NA,NA,0,63,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,NA,10,10,20,NA,Gender distribution and age generalized across each age group ,,.580,.42,.171,.084,NA,NA,513,,,,,,,
106,106_02,106_02_03,0513,lehman et al,"Long-term stability of young children's eyewitness accuracy, suggestibility, and resistance to misinformation",2010,journal,article,10.1016/j.appdev.2009.11.007,en,en,us,children,lab,NA,NA,0,0,0,0,31,8.5,8.5,within,NA,NA,.175,.460,.204,.227,proportion,0,omit,omit,no misinformation,8 year old recall,"Table 6, p.151",NA,NA,NA,NA,NA,.647,NA,no_manipulation,0,0,audiovisual,henrys_bag_story_lehman_et_al_2009,NA,NA,0,63,live,interview,NA,no_manipulation,0,168,0,0,cued_recall,live,NA,10,10,20,NA,Gender distribution and age generalized across each age group ,,.175,.460,.204,.227,NA,NA,514,,,,,,,
106,106_02,106_02_04,0514,lehman et al,"Long-term stability of young children's eyewitness accuracy, suggestibility, and resistance to misinformation",2010,journal,article,10.1016/j.appdev.2009.11.007,en,en,us,children,lab,NA,NA,0,0,0,0,31,8.5,8.5,within,NA,NA,.633,.683,.151,.172,proportion,0,omit,omit,no misinformation,8 year old recog,"Table 6, p.151",NA,NA,NA,NA,NA,.647,NA,no_manipulation,0,0,audiovisual,henrys_bag_story_lehman_et_al_2009,NA,NA,0,63,live,interview,NA,no_manipulation,0,168,0,0,recognition,live,NA,10,10,20,NA,"Sample size for each age group: 14 6 year olds, 17 8 year olds. Since it's impossible to divide 17 by 2, I divided 16 by 2 to code for n i each condition. Gender distrb is generalized across conditions. They did not report mean age, but they say 6 year olds and 8 year olds. Some of the participants participated in exp 1 two years earlier. ",,.633,.683,.151,.172,NA,NA,515,,,,,,,
107,107_01,107_01_01,0515,mazzoni,memory suggestibility and metacognition in child eyewitness testimony: the roles of source monitoring and self-efficasy,1998,journal,article,10.1007/BF03172812,en,it,it,children,field,NA,NA,0,0,0,0,120,60,60,within,NA,NA,.68,.36,NA,NA,proportion,0,omit,omit,consistent,younger children consistent,Figure 1a p.49,6.42,NA,NA,NA,NA,.65,NA,no_manipulation,0,0,live,classroom_disruption_mazzoni_1998,NA,0,0,168,live,interview,NA,no_manipulation,0,168,0,0,recognition,NA,NA,2,2,6,NA,"Typical misinformation paradigm, they examine the results in relation to self-efficacy and self-monitoring",,.68,.36,NA,NA,NA,NA,516,,,,,,,
107,107_01,107_01_02,0516,mazzoni,memory suggestibility and metacognition in child eyewitness testimony: the roles of source monitoring and self-efficasy,1998,journal,article,10.1007/BF03172812,en,it,it,children,field,NA,NA,0,0,0,0,120,60,60,within,NA,NA,.88,.72,NA,NA,proportion,0,omit,omit,consistent,older children consistent,Figure 1b p.49,9.5,NA,NA,NA,NA,.567,NA,no_manipulation,0,0,live,classroom_disruption_mazzoni_1998,NA,0,0,168,live,interview,NA,no_manipulation,0,168,0,0,recognition,NA,NA,2,2,6,NA,"Typical misinformation paradigm, they examine the results in relation to self-efficacy and self-monitoring",,.88,.72,NA,NA,NA,NA,517,,,,,,,
107,107_02,107_02_01,0517,mazzoni,memory suggestibility and metacognition in child eyewitness testimony: the roles of source monitoring and self-efficasy,1998,journal,article,10.1007/BF03172812,en,it,it,children,field,NA,NA,0,0,0,0,60,30,30,within,NA,NA,.70,.57,NA,NA,proportion,0,omit,omit,consistent,younger children consistent,"Figure 4, p.54",6.25,NA,NA,NA,NA,.567,NA,no_manipulation,0,0,live,classroom_disruption_mazzoni_1998,NA,0,0,168,live,interview,NA,no_manipulation,0,168,0,0,modified,NA,NA,3,3,6,NA,Control item was neutral (not giving any details),,.70,.57,NA,NA,NA,NA,518,,,,,,,
107,107_02,107_02_02,0518,mazzoni,memory suggestibility and metacognition in child eyewitness testimony: the roles of source monitoring and self-efficasy,1998,journal,article,10.1007/BF03172812,en,it,it,children,field,NA,NA,0,0,0,0,60,30,30,within,NA,NA,.84,.81,NA,NA,proportion,0,omit,omit,consistent,older children consistent,"Figure 4, p.54",9.167,NA,NA,NA,NA,.633,NA,no_manipulation,0,0,live,classroom_disruption_mazzoni_1998,NA,0,0,168,live,interview,NA,no_manipulation,0,168,0,0,modified,NA,NA,3,3,6,NA,Control item was neutral (not giving any details),,.84,.81,NA,NA,NA,NA,519,,,,,,,
108,108_01,108_01_01,0519,karns et al ,collaborative recall reduces the effect of a misleading post event narrative,2009,journal,article,NA,en,en,us,students,lab,NA,NA,0,0,0,0,59,29,30,between,NA,NA,.83,.60,.126,.21,proportion,0,omit,omit,consistent,individual,"figure 1, p.22 , SD extracted by measuring CI bar",20.33,NA,1.81,18,50.00,.623,NA,no_manipulation,0,0,audiovisual,car_accident_video_moo-seung_yon-hawa_2006,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,7,7,12,NA,"typical misinformation paradigm, they also compared the ME when the participants were allowed to collaborate in the recall phase. I excluded the latter.",,.83,.60,.126,.21,NA,NA,520,,,,,,,
109,109_01,109_01_01,0520,sutherlands & hayne,the effect of postevent information on adults' eyewitness reports,2001,journal,article,10.1002/acp.700,en,en,nz,students,lab,NA,NA,0,0,0,0,24,24,24,within,NA,NA,.96,.71,.196,.441,proportion,0,omit,omit,consistent,central leading,"Figure 1, p.256, data extracted with ruler",21.92,NA,4.68,18,32.00,NA,NA,no_manipulation,0,0,audiovisual,lost_child_video_sutherland_hayne_2001,NA,0,0,24,live,interview,NA,no_manipulation,1,24,0,0,NA,NA,central,1,1,6,central details,"They had two recall condition (cued and recognition), but they did not report the mean values for each of these). They did not report enough information about the free recall session prior to the other recall ",,.96,.71,.196,.441,NA,NA,521,,,,,,,
109,109_01,109_01_02,0521,sutherlands & hayne,the effect of postevent information on adults' eyewitness reports,2001,journal,article,10.1002/acp.700,en,en,nz,students,lab,NA,NA,0,0,0,0,24,24,24,within,NA,NA,.75,.465,.441,.49,proportion,0,omit,omit,consistent,peripheral leading,"Figure 1, p.256, data extracted with ruler",21.92,NA,4.68,18,32.00,NA,NA,no_manipulation,0,0,audiovisual,lost_child_video_sutherland_hayne_2001,NA,0,0,24,live,interview,NA,no_manipulation,1,24,0,0,NA,NA,peripheral,1,1,6,peripheral details,"They had two recall condition (cued and recognition), but they did not report the mean values for each of these). They did not report enough information about the free recall session prior to the other recall ",,.75,.465,.441,.49,NA,NA,522,,,,,,,
110,110_01,110_01_01,0522,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,118,55,55,within,NA,NA,.87,.63,.22,.38,proportion,0,omit,omit,no misinformation,ignorant,"Table 2, p.147",21.6,NA,3.4,NA,NA,.777,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,3,2,20,the source was perceived as positive,"Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.87,.63,.22,.38,NA,NA,523,,,,,,,
110,110_01,110_01_01,0523,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,118,55,55,within,NA,NA,.74,.77,.36,.33,proportion,0,omit,omit,no misinformation,task representation,"Table 2, p.147",21.6,NA,3.4,NA,NA,.777,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,1,0,1,0,recognition,text,NA,3,2,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.74,.77,.36,.33,NA,NA,524,,,,,,,
110,110_01,110_01_02,0524,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,118,63,63,within,NA,NA,.70,.72,.31,.32,proportion,0,omit,omit,no misinformation,enlighened only group,"Table 2, p.147",21.6,NA,3.4,NA,NA,.777,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,0,0,1,0,recognition,text,NA,3,2,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.70,.72,.31,.32,NA,NA,525,,,,,,,
110,110_02,110_02_01,0525,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,79,26,26,within,NA,NA,.81,.63,.20,.28,proportion,0,omit,omit,no misinformation,Ignorant throughout group (n = 26) ,"Table 3, p. 148",23.3,NA,2.9,NA,NA,.76,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,3,2,20,the source was perceived as positive,"Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.81,.63,.20,.28,NA,NA,526,,,,,,,
110,110_02,110_02_01,0526,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,79,26,26,within,NA,NA,.73,.61,.20,.23,proportion,0,omit,omit,no misinformation,Task representation: ignorant,"Table 3, p. 148",23.3,NA,2.9,NA,NA,.76,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,1,0,0,0,recognition,text,NA,3,2,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.73,.61,.20,.23,NA,NA,527,,,,,,,
110,110_02,110_02_02,0527,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,79,27,27,within,NA,NA,.88,.62,.21,.38,proportion,0,omit,omit,no misinformation,Ignorant–enlightened group (n = 26) Task representation: ignorant,"Table 3, p. 148",23.3,NA,2.9,NA,NA,.76,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,3,2,20,the source was perceived as positive,"Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.88,.62,.21,.38,NA,NA,528,,,,,,,
110,110_02,110_02_02,0528,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,79,27,27,within,NA,NA,.85,.83,.27,.24,proportion,0,omit,omit,no misinformation,ignorant-enlightened group: Task representation: enlightened,"Table 3, p. 148",23.3,NA,2.9,NA,NA,.76,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,1,0,1,0,recognition,text,NA,3,2,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.85,.83,.27,.24,NA,NA,529,,,,,,,
110,110_02,110_02_03,0529,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,money,5 euro,0,0,0,0,79,26,26,within,NA,NA,.83,.85,.24,.27,proportion,0,omit,omit,no misinformation,enlightened group only ,"Table 3, p. 148",23.3,NA,2.9,NA,NA,.76,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,audio,narrative,strong,no_manipulation,0,0,1,0,recognition,text,NA,3,2,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions",,.83,.85,.24,.27,NA,NA,530,,,,,,,
110,110_03,110_03_01,0530,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,26,26,within,NA,NA,.81,.63,.20,.28,proportion,0,omit,omit,no misinformation,Late enlightenment group (n = 26) time 1,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,0,0,0,0,recognition,text,NA,5,4,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together",,.81,.63,.20,.28,NA,NA,531,,,,,,,
110,110_03,110_03_01,0531,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,26,26,within,NA,NA,.73,.61,.20,.23,proportion,0,omit,omit,no misinformation,Late enlightenment group (n = 26) time 2,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,1,840,1,0,recognition,text,NA,5,4,20,the source was perceived as positive,"Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together",,.73,.61,.20,.23,NA,NA,532,,,,,,,
110,110_03,110_03_01,0532,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,26,26,within,NA,NA,.63,.75,.25,.24,proportion,0,omit,omit,no misinformation,Late enlightenment group (n = 26) time 3,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,2,840,1,0,recognition,text,NA,5,4,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together. ",,.63,.75,.25,.24,NA,NA,533,,,,,,,
110,110_03,110_03_02,0533,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,28,28,within,NA,NA,.90,.49,.16,.27,proportion,0,omit,omit,no misinformation,Ignorant–enlightened group (n = 28) time 1,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,0,0,0,0,recognition,text,NA,5,4,20,the source was perceived as positive,"Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together",,.90,.49,.16,.27,NA,NA,534,,,,,,,
110,110_03,110_03_02,0534,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,28,28,within,NA,NA,.83,.71,.18,.24,proportion,0,omit,omit,no misinformation,Ignorant–enlightened group (n = 28) time 2,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,1,840,0,0,recognition,text,NA,5,4,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together",,.83,.71,.18,.24,NA,NA,535,,,,,,,
110,110_03,110_03_02,0535,oeberst & blank,Undoing suggestive influence on memory: The reversibility of the eyewitness misinformation effect,2012,journal,article,10.1016/j.cognition.2012.07.009,en,de,de,students,lab,course_credit,NA,0,0,0,0,54,28,28,within,NA,NA,.73,.80,.30,.24,proportion,0,omit,omit,no misinformation,Ignorant–enlightened group (n = 28) time 3,"Table 4, p. 150",20.6,NA,2.5,NA,NA,.87,NA,no_manipulation,0,0,audiovisual,the_world_according_to_garp,NA,0,0,0,NA,NA,strong,no_manipulation,2,840,0,0,recognition,text,NA,5,4,20,"the source was perceived as positive, warning","Tested reversibility of ME by warning the subjects after the first recall, and then gave them a new recall phase. Age and gender distr generalized across conditions. They had two misinfo stimulis, one audio and one narrative together",,.73,.80,.30,.24,NA,NA,536,,,,,,,
111,111_01,111_01_01,0536,oeberst & seidemann,Will Your Words Become Mine? Underlying Processes and Cowitness Intimacy in the Memory Conformity Paradigm,2014,journal,article,10.1037/cep0000014,en,de,de,students,lab,course_credit,NA,0,0,0,0,48,48,48,within,NA,NA,.845,.714,.259,.352,proportion,0,omit,omit,consistent,own info vs partner info,"Table 3, p. 90",NA,NA,NA,18,30.00,.901,NA,no_manipulation,0,0,audio,chase_narrative_oeberst_2014,NA,0,0,0,live,cowitness,NA,no_manipulation,1,0,1,0,recognition,text,NA,2,2,18,NA,"they had a between group comparison as well, the control group listened to the narrative and then straight away answered a recognition test. I only extracted the within. They also had two cowitness condition (with a friend, with a stranger), the mean values are collapsed. Age and gender distr are generalized across conditions",,.845,.714,.259,.352,NA,NA,537,,,,,,,
111,111_01,111_01_01,0537,oeberst & seidemann,Will Your Words Become Mine? Underlying Processes and Cowitness Intimacy in the Memory Conformity Paradigm,2014,journal,article,10.1037/cep0000014,en,de,de,students,lab,course_credit,NA,0,0,0,0,48,48,48,within,NA,NA,.927,.878,.239,.274,proportion,0,omit,omit,consistent,own info vs partner information,"Table 4, p.90",NA,NA,NA,18,30.00,.901,NA,no_manipulation,0,0,audio,chase_narrative_oeberst_2014,NA,0,0,0,live,cowitness,NA,no_manipulation,1,0,1,0,source_monitoring,text,NA,2,2,18,NA,"they had a between group comparison as well, the control group listened to the narrative and then straight away answered a recognition test. I only extracted the within. They also had two cowitness condition (with a friend, with a stranger), the mean values are collapsed. Age and gender distr are generalized across conditions",,.927,.878,.239,.274,NA,NA,538,,,,,,,
112,112_02,112_02_01,0538,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.63,.65,.124,.063,proportion,0,omit,omit,neutral,"emotional narration, emotional phase, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,induced stress,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.63,.65,.124,.063,NA,NA,539,,,,,,,
112,112_02,112_02_01,0539,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.56,.60,.094,.044,proportion,0,omit,omit,neutral,"emotional narration, neutral, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,induced stress,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.56,.60,.094,.044,NA,NA,540,,,,,,,
112,112_02,112_02_01,0540,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.53,.51,.097,.104,proportion,0,omit,omit,neutral,"emotional narration, post emotional, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,induced stress,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.53,.51,.097,.104,NA,NA,541,,,,,,,
112,112_02,112_02_02,0541,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.62,.53,.114,.15,proportion,0,omit,omit,neutral,"emotional narration, emotional phase, control","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,NA,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.62,.53,.114,.15,NA,NA,542,,,,,,,
112,112_02,112_02_02,0542,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.56,.55,.089,.10,proportion,0,omit,omit,neutral,"emotional narration, neutral, control","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,NA,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.56,.55,.089,.10,NA,NA,543,,,,,,,
112,112_02,112_02_02,0543,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.51,.50,.093,.125,proportion,0,omit,omit,neutral,"emotional narration, post emotional, control","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,NA,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.51,.50,.093,.125,NA,NA,544,,,,,,,
112,112_02,112_02_03,0544,hoscheidt,IMPAIRING AND ENHANCING EFFECTS OF PSYCHOSOCIAL STRESS ON EPISODIC MEMORY AND EYEWITNESS REPORT ,2011,,dissertation,,en,en,us,students,lab,NA,NA,0,0,0,0,103,25.75,25.75,between,NA,NA,.62,.51,.112,.20,proportion,0,omit,omit,neutral,"neutral narration, emotional phase, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,.573,NA,no_manipulation,0,0,visual,car_accident_hospital_hoscheidt_2011,negative,0,0,48,NA,questionnaire,NA,no_manipulation,0,48,0,0,recognition,text,NA,60,60,96,induced stress,"Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral. ",,.62,.51,.112,.20,NA,NA,545,,,,,,,
