"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"815","154","154_01","154_01_03",NA,"0977","french",2010,"French_2011","article","Lauren French; Maryanne Garry; Kazuo Mori","Relative {\textendash} not absolute {\textendash} judgments of credibility affect susceptibility to misinformation conveyed during discussion","2011","Acta Psychologica","10.1016/j.actpsy.2010.10.009","en","en","nz","students","lab","course_credit","NA",0,0,0,0,96,24,24,"within",NA,NA,0.84,0.51,0.1,0.15,"proportion",0,"omit","omit","no_misinformation","degraded different glasses, discussed vs nondiscussed. No misinformation control.","figure 3, p.124, extracted with ruler",NA,NA,NA,NA,NA,0.6875,"NA","no_manipulation",0,0,"visual","chad_party_film_french_et_al_2010","no_manipulation",0,0,"0","live","cowitness","relatively_high","no_manipulation",1,"0",0,0,"recognition","text","NA","8","8","20","Gender descriptives generalized across conditions.","Amount of misinformation each person was exposed to varies.","0",2.54625590752222,0.150868949443664
"816","177","177_02","177_02_03",NA,"0978","hoscheidt",2011,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","NA","NA",0,0,0,0,103,25.75,25.75,"between",NA,NA,0.62,0.51,0.112,0.2,"proportion",0,"omit","omit","neutral","neutral narration, emotional phase, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,0.573,"NA","no_manipulation",0,0,"visual","car_accident_hospital_hoscheidt_2011","negative",0,0,"48","NA","questionnaire","NA","no_manipulation",0,"48",0,0,"recognition","text","NA","60","60","96","induced stress","Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral.","0",0.668306852905022,0.0820061558217458
"817","177","177_02","177_02_01",NA,"0979","hoscheidt",2011,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","NA","NA",0,0,0,0,103,25.75,25.75,"between",NA,NA,0.53,0.51,0.097,0.104,"proportion",0,"omit","omit","neutral","emotional narration, post emotional, stress","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,0.573,"NA","no_manipulation",0,0,"visual","car_accident_hospital_hoscheidt_2011","negative",0,0,"48","NA","questionnaire","NA","no_manipulation",0,"48",0,0,"recognition","text","NA","60","60","96","induced stress","Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral.","0",0.195853133975949,0.0780423150494
"818","237","237_02","237_02_01",NA,"0980","kiat",2018,"NA","dissertation",NA,"NA","NA","NA","NA","en","en","us","students","lab","course_credit","1.5 hours in research credit",0,0,0,0,179,179,179,"within",NA,NA,0.62,0.51,0.18,0.21,"proportion",0,"NA","NA","consistent","comparing perceptual attribution on control and misled items.","table 13 and 15, p.60",19.52,NA,2.67,18,28,0.754,"NA","no_manipulation",0,0,"visual","car_break-in_and_stolen_wallet_slides_okado_stark_2005","NA",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"source_monitoring","text","NA","12","12","24","NA","this dissertation looks at misinformation through a neurological perspective. Only behavioural data is extracted.","0",0.561255102336589,0.0116131386730431
"819","203","203_06","203_06_02",NA,"0981","lapaglia",2013,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","course_credit","partial course credit is specified.",0,0,0,0,120,30,30,"within",NA,NA,0.59,0.51,0.19,0.2,"proportion",0,"omit","omit","neutral","compairing correct recall on neutral and misled items in the test isolated condition","table 13, p.66",19.2,NA,2.22,NA,NA,0.5,"NA","no_manipulation",0,0,"audiovisual","flashpoint_tv_show","NA",1,0,"0","visual","narrative","no_manipulation","no_manipulation",1,"0",0,0,"MMFR","text","NA","7","7","14","experiment 3b","a classic RES experiment, but with an additional condition that targets the isolation of the exposure material","0",0.404791500372942,0.0680321346564515
"820","102","102_01","102_01_02",NA,"0982","mueller-johnson & ceci",2004,"Mueller_Johnson_2004","article","Katrin Mueller-Johnson; Stephen J. Ceci","Memory and suggestibility in older adults: live event participation and repeated interview","2004","Applied Cognitive Psychology","10.1002/acp.1078","en","en","us","community","lab","money","20 dollar",0,0,0,0,113,51,51,"within",NA,NA,0.2,0.49,0.19,0.36,"proportion",1,"omit","omit","neutral","old, overall","Table 1, p. 1118",76.4,NA,7.85,65,93,0.725,"NA","no_manipulation",0,0,"live","massage","NA",0,0,"336","live","interview","NA","no_manipulation",2,"168",0,0,"recognition","live","NA","7","17","24","NA","The number of critical items for which suggestive info was introduced varied between participants from zero to seven, randomly assigned. They introduced the subjects to misinfo twice, first 2 week posteevent, and then 3 weeks postevent. I coded the retention interval postevent as 2 weeks (first exposure), and the postexposure interval as 1 week (using the last exposure trial as a reference).","0",0.999937036020278,0.0441170297843383
"821","117","117_02","117_02_01",NA,"0983","pansky et al",2011,"Pansky_2011","article","Ainat Pansky; Einat Tenenboim; Sarah Kate Bar","The misinformation effect revisited: Interactions between spontaneous memory processes and misleading suggestions","2011","Journal of Memory and Language","10.1016/j.jml.2010.12.003","en","he","il","students","lab","course_credit_or_money","NA",0,0,0,0,150,75,75,"within",NA,NA,0.53,0.51,0.26,0.238,"proportion",0,"omit","omit","no_misinformation","15 min diff-bl target items","Table 2, p.279, SD extracted with ruler from figure 3.",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","everyday_life_slides_pansky_et_al_2011","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","5","10","15","misinfo that does not fit the context, e.g. banana (original item ""squezeed a fruit""","2(between, 15h vs 48 postevent retention intervall) x 2 (within, bl consistency - same BL vs different BL) between subject design. Control/misinfo was manipulated within.","0",0.0798355828653911,0.0266879124009715
"822","238","238_02","238_02_02",NA,"0984","paz alonso",2016,"Paz_Alonso_2016","article","Pedro M. Paz-Alonso; Gail S. Goodman","Developmental Differences across Middle Childhood in Memory and Suggestibility for Negative and Positive Events","2016","Behavioral Sciences {\&}amp$\mathsemicolon$ the Law","10.1002/bsl.2239","en","es","es","community","lab","NA","NA",0,0,0,0,227,56.5,56.5,"between",NA,NA,0.83,0.51,0.17,0.3,"proportion",0,"omit","omit","no_misinformation","misinformed vs control, 10 to 12 year olds, central details. No misinformation control.","table 3, p.41",11.16,NA,0.86,10,12,0.49,"NA","no_manipulation",0,0,"audiovisual","pos_neg_experience_clips_paz-alonso_goodman_2016","NA",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","central","10","10","20","Gender descriptives generalized across conditions.","Study 2. A valence manipulation was included, but the report did not provide separate statistics for each valence condition. Sample sizes estimated from values reported on p.39.","0",1.30353255742013,0.0429168014524525
"823","239","239_01","239_01_01",NA,"0985","amato-henderson",1996,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","course_credit_or_money","participants was given a monetary incentive to get as many questions correct as possible. This is common in polygraph studies.",0,0,0,0,96,96,96,"within",NA,NA,0.966,0.509,0.026,0.14,"proportion",0,"omit","omit","neutral","comparing misled and control items","Item percentages were extracted from p.39 and p.40 and the mean and SD was calculated from the mean correct responses to misled and control items.",19.74,NA,3.83,18,44,0.635,"NA","no_manipulation",0,0,"audiovisual","burglary_honts_1996","NA",0,0,"24","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","3","3","19","they are polygraphed as they take the recall test.","this is a within groups ME design looking also examining testing with a polygraph test.","0",4.52084583365253,0.0740574141970141
"824","090","090_02","090_02_01",NA,"0986","crozier",2018,"Wyman_2019","article","Joshua Wyman; Ida Foster; Angela Crossman; Kevin Colwell; Victoria Talwar","The efficacy of free-recall, cognitive load, and closed-ended questions when children are asked to falsely testify about a crime","2019","Applied Cognitive Psychology","10.1002/acp.3494","en","en","us","mturk","online","NA","NA",0,0,0,1,340,80,80,"within",NA,NA,0.703,0.506,0.225,0.29,"proportion",0,"omit","omit","consistent","comparing misled and control items on groups recieving a misleading narrative","table 1, p.589. Note that the table specifies that it repports SE, this is incorrect, it is SD that is rapported(verified by first author).",NA,NA,NA,NA,NA,0.585,"NA","no_manipulation",0,0,"visual","eric_the_electrician","NA",0,0,"0","text","narrative","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","12","8","20","NA","a three experiment study that examines the effect of corrections on the misinformation effect.","0",0.755417190500973,0.0267832972865762
"825","225","225_03","225_03_03",NA,"0987","lapaglia & chan",2019,"LaPaglia_2019","article","Jessica A. LaPaglia; Jason C. K. Chan","Telling a good story: The effects of memory retrieval and context processing on eyewitness suggestibility","2019","PLOS} {ONE}","10.1371/journal.pone.0212592","en","en","us","students","lab","course_credit","NA",0,1,1,0,120,30,30,"within",NA,NA,0.55,0.505,0.209,0.24,"proportion",0,"omit","omit","neutral","coherent context, control","Fig 5, p.14 data extracted with ruler",19.53,NA,1.68,NA,NA,0.525,"NA","no_manipulation",0,0,"audiovisual","flashpoint_tv_show","NA",0,0,"0","text","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","7","7","14","coherent context","Age and gender distr generalized across all conditions.","0",0.197370503774193,0.066991292631334
"826","169","169_02","169_02_01",NA,"0988","luke",2017,"Luke_2017","article","Timothy J. Luke; William E. Crozier; Deryn Strange","Memory errors in police interviews: The bait question as a source of misinformation.","2017","Journal of Applied Research in Memory and Cognition","10.1016/j.jarmac.2017.01.011","en","en","us","mturk","online","NA","NA",0,1,1,1,104,104,104,"within",NA,NA,0.796,0.505,0.221,0.271,"proportion",0,"omit","omit","neutral","comparing accuracy on contrl and misled items","p.264",38,NA,NA,18,71,0.663,"NA","no_manipulation",0,0,"text","mock_interrogation_luke_et_al_2017","NA",0,0,"0","audiovisual","mock_interogation","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","9","11","20","NA","This study examines if bait questions in a mock itnerogation can serve as misinformation.","0",1.17257441863969,0.0225358912674236
"827","064","064_02","064_02_03",NA,"0989","ackil & zaragoza",1995,"Ackil_1995","article","Jennifer K. Ackil; Maria S. Zaragoza","Developmental Differences in Eyewitness Suggestibility and Memory for Source","1995","Journal of Experimental Child Psychology","10.1006/jecp.1995.1031","en","en","us","community","NA","none","NA",0,0,0,0,192,42,42,"within",NA,NA,0.252,0.5,0.266776666666667,0.242668666666667,"proportion",1,"omit","omit","neutral","fifth graders","Figure 1, p.70. Error rates estimated from figure using a ruler.",11.7,NA,NA,10.8,12.6,NA,"NA","no_manipulation",0,0,"visual","looking_for_miracles","NA",0,0,"0","audio","narrative","NA","no_manipulation",0,"168",1,0,"source_monitoring","live","NA","5","5","23","All participants were warned that the exposere narrative contained some mistakes and asked to complete the source memory test","Comparing first graders, third graders, fifth graders and collage students in two experiments. One with delay, one without.","1",0.963592829426202,0.0531458996483428
"828","106","106_01","106_01_01",NA,"0990","blank",1998,"Blank_1998","article","Hartmut Blank","Memory States and Memory Tasks: An Integrative Framework for Eyewitness Memory and Suggestibility","1998","Memory","10.1080/741943086","en","de-at","at","students","lab","money","3 GBP",0,0,0,0,46,24,22,"within",NA,NA,0.78,0.5,0.392,0.465,"proportion",0,"omit","omit","no_misinformation","comparing experimental(misled) and control conditions in the standard group. SDs were extracted from the 95% CI by dividing the interval by 4 and converting the standard error to a SD.","table 2, p.493",NA,22,NA,18,50,NA,"NA","no_manipulation",0,0,"visual","tourist_information_slides_blank_1998","NA",0,0,"0","audio","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","4","4","16","NA","one teacher tok part in the experiment as a subject. demographics are collapsed across conditions","0",0.642386393998133,0.0916066499385374
"829","151","151_02","151_02_01",NA,"0991","brubacher",2019,"Brubacher_2020","article","Sonja P. Brubacher; Stefanie J. Sharman; Alan Scoboria; Martine B. Powell","The effect of question type on resistance to misinformation about present and absent details","2020","Applied Cognitive Psychology","10.1002/acp.3742","en","en","au","students","lab","none","NA",0,0,0,0,64,64,64,"within",NA,NA,0.71,0.5,0.17,0.26,"proportion",0,"omit","omit","neutral","comparing control and absent items","table 2, p.1329",NA,NA,NA,18,30,NA,"NA","no_manipulation",0,0,"visual","eric_the_electrician","NA",0,0,"48","text","questionnaire","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","9","29","NA","A within subjects design experiment examining two types of misinformation. MIsinformation that is simply misleading about what occured vs misinformation that introduces brand new information to the event. Comparisons are with the same control group across both misinformation types. It is also unclear from where the participants are other than 'a university'. We assume the study was conducted in the country of which it was granted ethical approval.","0",0.950324203124323,0.0347777972306402
"830","154","154_01","154_01_01",NA,"0992","french",2010,"French_2011","article","Lauren French; Maryanne Garry; Kazuo Mori","Relative {\textendash} not absolute {\textendash} judgments of credibility affect susceptibility to misinformation conveyed during discussion","2011","Acta Psychologica","10.1016/j.actpsy.2010.10.009","en","en","nz","students","lab","course_credit","NA",0,0,0,0,96,24,24,"within",NA,NA,0.8,0.5,0.1,0.2,"proportion",0,"omit","omit","no_misinformation","degraded same glasses, discussed vs nondiscussed. No misinformation control.","figure 3, p.124, extracted with ruler",NA,NA,NA,NA,NA,0.6875,"NA","no_manipulation",0,0,"visual","chad_party_film_french_et_al_2010","no_manipulation",0,0,"0","live","cowitness","equally_low","no_manipulation",1,"0",0,0,"recognition","text","NA","8","8","20","Gender descriptives generalized across conditions.","Amount of misinformation each person was exposed to varies.","0",1.86623376541563,0.119612796533098
"831","240","240_01","240_01_01",NA,"0993","frost et al",2013,"Frost_2012","article","Peter Frost; Gregory Nussbaum; Taylor Loconto; Richard Syke; Casey Warren; Christina Muise","An individual differences approach to the suggestibility of memory over time","2012","Memory","10.1080/09658211.2012.729597","en","en","us","students","lab","course_credit","NA",0,0,0,0,72,72,72,"within",NA,NA,0.77,0.5,0.3433575,0.320666666666667,"proportion",0,"omit","omit","consistent","NA","Results, first column p. 412",19.8,NA,NA,NA,NA,0.71,"NA","no_manipulation",0,0,"audiovisual","clue_movie","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",1,0,"recognition","text","NA","6","2","10","warning with no control group (no-warning)","Participants were postexposured warned. Repeated testing.","1",0.808447501657548,0.0300471783435289
"832","056","056_01","056_01_04",NA,"0994","gobbo",2002,"Gobbo_2002","article","Camilla Gobbo; Carolina Mega; Margaret-Ellen Pipe","Does the Nature of the Experience Influence Suggestibility? A Study of Children{\textquotesingle}s Event Memory","2002","Journal of Experimental Child Psychology","10.1006/jecp.2002.2662","en","it","it","community","field","NA","NA",0,0,0,0,60,10,10,"within",NA,NA,1.7,1,0.48,0.82,"count",0,"omit","omit","consistent","comparing  recall of leading and misled leading questions on five-year-olds in the narration condition after one week.","table 2,p. 514",5.33,NA,NA,5.083,5.75,NA,"NA","no_manipulation",0,0,"live","play_session_gobbo_et_al_2002","NA",3,0,"0","live","interview","no_manipulation","no_manipulation",1,"168",0,0,"cued_recall","live","NA","2","2","NA","NA","children are interviewed about making salt dough and building items of the salt dough. How many poat event recalls is therefore hard o to estimate but we have one recall prior to the imidiate first recall test. And in the week following they have an interview again and then another recall, making the total number of recalls prior to the final recall 3.","0",0.997751651467246,0.22488770895014
"833","176","176_01","176_01_03",NA,"0995","gordon",2014,"Gordon_2013","article","Leamarie T. Gordon; Ayanna K. Thomas","Testing potentiates new learning in the misinformation paradigm","2013","Memory {\&}amp$\mathsemicolon$ Cognition","10.3758/s13421-013-0361-2","en","en","us","students","lab","course_credit","NA",0,0,0,0,89,32,32,"within",NA,NA,0.89,0.5,0.17,0.283,"proportion",0,"omit","omit","consistent","This is recall accuracy for consitant information items on the identical-test","Figure 1, p.189. Extracted with a ruler. Error bars assume to depict standard errors",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"0","visual","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","16","8","24","They used identical questions on the imidiate recall","The first of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall.","0",1.65035558784367,0.0837786997369283
"834","176","176_01","176_01_03","133_01_03","0996","gordon",2014,"Gordon_2013","article","Leamarie T. Gordon; Ayanna K. Thomas","Testing potentiates new learning in the misinformation paradigm","2013","Memory {\&}amp$\mathsemicolon$ Cognition","10.3758/s13421-013-0361-2","en","en","us","students","lab","course_credit","NA",0,0,0,0,89,32,32,"within",NA,NA,0.79,0.5,0.17,0.283,"proportion",0,"omit","omit","neutral","This is recall accuracy for consitant information items on the identical-test","Figure 1, p.189. Extracted with a ruler. Error bars assume to depict standard errors",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"0","visual","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","16","8","24","They used identical questions on the imidiate recall","The first of three experiments. Standard RES and modidfied RES with identical and similar questions in the post -evet recall.","0",1.22718748839657,0.0742655400912273
"835","177","177_02","177_02_02",NA,"0997","hoscheidt",2011,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","NA","NA",0,0,0,0,103,25.75,25.75,"between",NA,NA,0.51,0.5,0.093,0.125,"proportion",0,"omit","omit","neutral","emotional narration, post emotional, control","Results, p.168. Some data were extracted with a ruler from figure 17, 18, 19 or 20 depending on condition",19,NA,NA,NA,NA,0.573,"NA","no_manipulation",0,0,"visual","car_accident_hospital_hoscheidt_2011","negative",0,0,"48","NA","questionnaire","NA","no_manipulation",0,"48",0,0,"recognition","text","NA","60","60","96","NA","Age and gender distr generalized acorss conditions. They had three different slides (negative, neutral or postemotional (neutral)) as a within factor, and an accompanied narrative which was either emotional (negative) or neutral. All event which either had a negative slide or negative narrative (or both), was coded as negative even if one of them were neutral.","0",0.0893869504561994,0.0777474759894355
"836","215","215_01","215_01_01",NA,"0998","kaliski",1982,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","field","NA","NA",0,0,0,0,270,22,24,"between",NA,NA,3.68,3,0.95,1.47,"count",0,"omit","omit","no_misinformation","comparing control and directly leading groups in the under age group","table 6, p. 102",NA,NA,NA,8,9,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_kaliski_1982","NA",0,0,"0","text","questionnaire","no_manipulation","no_manipulation",1,"168",0,0,"recognition","text","NA","6","6","34","NA","A between subjects study looking at how different age itnervals react to leading questions.","0",0.535042163494238,0.0902328438246534
"837","203","203_04","203_04_03",NA,"0999","lapaglia",2013,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","students","lab","course_credit","partial course credit is specified.",0,0,0,0,120,30,30,"within",NA,NA,0.5,0.5,0.21,0.24,"proportion",0,"omit","omit","neutral","compairing correct recall on neutral and misled items in the no-test isolated condition","table 9, p.56",18.77,NA,1.16,NA,NA,0.592,"NA","no_manipulation",0,0,"audiovisual","flashpoint_tv_show","NA",0,0,"0","visual","narrative","no_manipulation","no_manipulation",1,"0",0,0,"MMFR","text","NA","7","7","14","experiment 3a","a classic RES experiment, but with an additional condition that targets the isolation of the exposure material","0",0,0.0666666666666667
"838","123","123_01","123_01_02",NA,"1000","lapaglia & chan",2012,"LaPaglia_2012","article","Jessica A. LaPaglia; Jason C. K. Chan","Retrieval does not always enhance suggestibility: Testing can improve witness identification performance.","2012","Law and Human Behavior","10.1037/h0093931","en","en","us","students","lab","course_credit","research credit",0,0,0,0,112,28,28,"between",NA,NA,0.57,0.5,0.21,0.15,"proportion",0,"omit","omit","no_misinformation","test free recall","Table 2, p.481",NA,NA,NA,NA,NA,0.48,"NA","no_manipulation",0,0,"audiovisual","student_theft_lapaglia_chen_2012","NA",1,0,"0","audio","narrative","NA","no_manipulation",0,"0",0,0,"free_recall","text","NA","1","1","11","initial test","Age and gender distr generalized across all conditions.","0",0.378240945746825,0.0727059483307094
"839","226","226_01","226_01_02",NA,"1001","lapaglia et al",2013,"LaPaglia_2013","article","Jessica A. LaPaglia; Miko M. Wilford; Jillian R. Rivard; Jason C. K. Chan; Ronald P. Fisher","Misleading Suggestions can Alter Later Memory Reports even Following a Cognitive Interview","2013","Applied Cognitive Psychology","10.1002/acp.2950","en","en","us","students","lab","course_credit","research credit",0,0,0,0,102,34,34,"within",NA,NA,0.62,0.5,0.21,0.21,"proportion",0,"omit","omit","neutral","correct recall free recall","Table 2, p.5",20.5,NA,5,NA,NA,0.46,"NA","no_manipulation",0,0,"audiovisual","pink_panther","NA",1,0,"1","audio","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","6","6","12","initial testing","Age and gender distr generalized across all conditions. They used neutral items (not mentioned in the PEI phase, only in the event) to compare PEI items.","0",0.564906230024362,0.0611699930052966
"840","241","241_01","241_01_01",NA,"1002","macleod & ellis",1986,NA,"article",NA,"Modes of Presentation in Eyewitness Testimony Research","1986","Human Learning",NA,"en","en","gb-sct","students","lab","NA","NA",0,0,0,0,80,20,20,"between",NA,NA,2.55,2,0.99,0.79,"count",0,"omit","omit","no_misinformation","comparing slides experimental vs control","table 1 p42, reversed (out of 4)",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","street_theft_macleod_ellis_1986_slides","no_manipulation",0,0,"0","text","questionnaire","no_manipulation","no_manipulation",0,"48",0,0,"cued_recall","text","NA","4","4","16","slides vs video event material","NA","0",0.601898733935041,0.104528526073908
"841","242","242_01","242_01_01","294_01_01","1003","mitchell et al",2003,NA,"article",NA,"source monitoring and suggestibility to misinformation: adult age-related differences",NA,"appl. cognit. psychol.",NA,"en","en","us","students","lab","course_credit","NA",0,0,0,0,102,51,51,"within",NA,NA,0.81,0.5,0.331795,0.331563,"proportion",0,"omit","omit","consistent","young","control (actually witnessed items)  p.114 vs fig 1 p112 (suggestions reversed)",19.6,NA,1.5,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","burglary_car_chase_video_zaragoza_mitchell_1996","NA",0,0,"0","text","questioning","NA","no_manipulation",0,"0",1,0,"source_monitoring","text","NA","16","8","32","young",NA,"1",0.927608254450865,0.043433613106497
"842","055","055_01","055_01_07",NA,"1004","newcombe",1997,"Newcombe_1997","article","Peter A. Newcombe; Michael Siegal","Explicitly Questioning the Nature of Suggestibility in Preschoolers' Memory and Retention","1997","Journal of Experimental Child Psychology","10.1006/jecp.1997.2398","en","en","au","community","lab","NA","NA",0,0,0,0,190,16,16,"between",NA,NA,1.5,1,0.63,0.82,"count",0,"omit","omit","neutral","delayed PEI, 7 week test, nonexplicit control vs standard. Neutral control.","table 2, p.193",4.25,NA,0.4167,4,5.75,0.5263,"NA","no_manipulation",0,0,"live","karen_story_newcombe_siegal_1996","no_manipulation",0,0,"144","live","interview","no_manipulation","no_manipulation",0,"1032",0,0,"recognition","live","NA","2","2","2","Age and gender descriptives across conditions taken from overall descriptives.","Short story event materials were noted as similar to Ceci et al (1987, Exp 1) and identical to Newcombe and Siegal (1996).","0",0.66654644013308,0.131941939950845
"843","055","055_01","055_01_05",NA,"1005","newcombe",1997,"Newcombe_1997","article","Peter A. Newcombe; Michael Siegal","Explicitly Questioning the Nature of Suggestibility in Preschoolers' Memory and Retention","1997","Journal of Experimental Child Psychology","10.1006/jecp.1997.2398","en","en","au","community","lab","NA","NA",0,0,0,0,190,16,16,"between",NA,NA,1.63,1,0.62,0.63,"count",0,"omit","omit","neutral","delayed PEI, 1 week test, nonexplicit control vs standard. Neutral control.","table 2, p.193",4.25,NA,0.4167,4,5.75,0.5263,"NA","no_manipulation",0,0,"live","karen_story_newcombe_siegal_1996","no_manipulation",0,0,"144","live","interview","no_manipulation","no_manipulation",0,"24",0,0,"recognition","live","NA","2","2","2","Age and gender descriptives across conditions taken from overall descriptives.","Short story event materials were noted as similar to Ceci et al (1987, Exp 1) and identical to Newcombe and Siegal (1996).","0",0.98252097307201,0.140083554101975
"844","026","026_04","026_04_02","246_04_02","1006","paterson",2006,"NA","NA",NA,"cowitnesses and the effect of dicussion on eyewitness memory","NA","NA","NA","en","en","au","students","lab","course_credit","NA",0,0,0,0,105,21,21,"within",NA,NA,0.725,0.5,0.213,0.281,"proportion",0,"omit","omit","consistent","comparing correct(consistent) and misleading post event item accuracy in the media report group","table 6.3, p.137",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","no_manipulation",0,0,"168","text","media_report","no_manipulation","no_manipulation",2,"0",0,0,"recognition","text","NA","4","4","20","NA","the fourth experiment of the dissertation, it looks at how the medium of PEI impacts the recall accuracy.","0",0.885376973397408,0.104570147440742
"845","026","026_04","026_04_02","246_04_02","1007","paterson",2006,"NA","NA",NA,"cowitnesses and the effect of dicussion on eyewitness memory","NA","NA","NA","en","en","au","students","lab","course_credit","NA",0,0,0,0,105,21,21,"within",NA,NA,0.588,0.5,0.166,0.281,"proportion",0,"omit","omit","no_misinformation","comparing correct(neutral) and misleading post event item accuracy in the media report group","table 6.3, p.137",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","no_manipulation",0,0,"168","text","media_report","no_manipulation","no_manipulation",2,"0",0,0,"recognition","text","NA","8","4","20","NA","the fourth experiment of the dissertation, it looks at how the medium of PEI impacts the recall accuracy.","0",0.374116515362395,0.0969043234174631
"846","243","243_01","243_01_05","049_01_02","1008","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,20,21,"between",NA,NA,0.569,0.5,0.295,0.281,"proportion",0,"omit","omit","no_misinformation","media report (no pei vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","text","narrative","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",0.235018284727897,0.0982926280355896
"847","243","243_01","243_01_02","049_01_02","1009","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,21,21,"within",NA,NA,0.725,0.5,0.213,0.281,"proportion",0,"omit","omit","consistent","media report (correct vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","text","narrative","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",0.885376973397408,0.104570147440742
