...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,misinformation_type,misinformation_type_notes,sd_imputed,yi,vi,year_raw,control_acc,precision,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub
735,133,133_03,133_03_01,NA,0801,gordon,6.335480673934626,Gordon_2013,article,Leamarie T. Gordon; Ayanna K. Thomas,Testing potentiates new learning in the misinformation paradigm,2013,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-013-0361-2,en,en,us,students,lab,course_credit,NA,0,0,0,0,121,40,40,within,NA,NA,0.64,0.4,0.221,0.19,proportion,0,omit,omit,neutral,This is recall accuracy for consitant information items on the single-test,"Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,0,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,12,12,24,MMFR test without RES,contradictory,NA,0,1.15333536366053,0.0583136403816873,2014,-0.008016792693234187,17.14864641367919,0.006825415503944544,0.5428444418713347,0.8843389855045547,0.6138420342982142,0.6104909217891952,0.23300584008358413,0.15380786703787103,1.0671739765405193,-1.1776206938467737,2.3986025374251643
736,133,133_03,133_03_02,NA,0802,gordon,6.335480673934626,Gordon_2013,article,Leamarie T. Gordon; Ayanna K. Thomas,Testing potentiates new learning in the misinformation paradigm,2013,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-013-0361-2,en,en,us,students,lab,course_credit,NA,0,0,0,0,121,40,40,within,NA,NA,0.685,0.285,0.174,0.21,proportion,0,omit,omit,neutral,This is recall accuracy for consitant information items on the related-test,"Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,12,12,24,MMFR test with RES,contradictory,NA,0,2.05421849025573,0.0763738350356783,2014,0.03698320730676585,13.093489406847864,0.0071195726040003795,1.3554746395223578,0.8941142355280728,1.5159971574793247,0.6987438507333721,0.23445061585827323,0.23922908749792138,1.158258613968823,-1.0900930773030004,2.4875807787697446
737,133,133_03,133_03_03,NA,0803,gordon,6.335480673934626,Gordon_2013,article,Leamarie T. Gordon; Ayanna K. Thomas,Testing potentiates new learning in the misinformation paradigm,2013,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-013-0361-2,en,en,us,students,lab,course_credit,NA,0,0,0,0,121,41,41,within,NA,NA,0.675,0.22,0.192,0.256,proportion,0,omit,omit,neutral,This is recall accuracy for consitant information items on the identical-test,"Figure 3, p.. Extracted with a ruler. Error bars assume to depict standard errors",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,24_tv_show,NA,1,0,0,visual,narrative,no_manipulation,no_manipulation,0,0,0,0,MMFR,text,NA,12,12,24,MMFR test with RES,contradictory,NA,0,1.99191432732257,0.0729739188255666,2014,0.026983207306765844,13.703526082933173,0.00720953760935861,1.308598431569701,0.8922170764293593,1.4666816698988707,0.6833158957528689,0.23442723768369206,0.22384695289762152,1.1427848386081163,-1.1055092625350482,2.4721410540407858
738,134,134_01,134_01_04,NA,0804,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.78,0.69,0.212,0.283,proportion,0,omit,omit,consistent,within comparison on angry participants,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,negative,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.357189525565452,0.0406379217858684,2013,0.13198320730676583,24.607557573176496,2.1724750300019453e-4,-0.4681326292606087,0.8742768095926899,-0.5354512714099136,0.8253221548260607,0.23304828771929065,0.36855590423752294,1.2820884054145987,-0.9628107108055692,2.6134550204576907
739,134,134_01,134_01_06,NA,0805,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.81,0.69,0.212,0.212,proportion,0,omit,omit,consistent,control 2,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,no_manipulation,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.561692879672016,0.0415774944553712,2013,0.16198320730676585,24.051473353532366,4.6362660225212265e-4,-0.30991314009555426,0.8747671694769643,-0.35428071709739145,0.8716060197675702,0.23322396119445188,0.4144954554946774,1.3287165840404631,-0.9166148294133011,2.6598268689484414
740,134,134_01,134_01_05,NA,0806,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.79,0.66,0.212,0.283,proportion,0,omit,omit,consistent,control 1,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,neutral,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.515940425816763,0.0413309726149599,2013,0.14198320730676584,24.194930260074408,2.922702306827039e-4,-0.3248096839898009,0.8746581551987845,-0.37135614875274453,0.840750109806564,0.2331042826157793,0.38387411123759035,1.2976261083755376,-0.9474107933404854,2.6289110129536133
741,134,134_01,134_01_01,NA,0807,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.77,0.65,0.212,0.283,proportion,0,omit,omit,consistent,within comparison on seren valence participants,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,positive,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.476252700753935,0.0411340831748771,2013,0.12198320730676582,24.310739970758757,1.4744924759364298e-4,-0.33364149909162266,0.8745747547360664,-0.381489972452167,0.8098941998455577,0.23299485824332022,0.3532326691056347,1.2665557305854807,-0.978211918686842,2.598000318377957
742,134,134_01,134_01_02,NA,0808,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.75,0.64,0.212,0.283,proportion,0,omit,omit,consistent,within comparison on happy participants,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,positive,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.436564975691107,0.0409529448900009,2013,0.1019832073067658,24.418268397693684,2.937893420105999e-5,-0.34247331419344434,0.8744976037973724,-0.3916229303617371,0.7790382898845514,0.23289570253067046,0.3225711007702834,1.2355054789988194,-1.009018205926796,2.5670947856958986
743,134,134_01,134_01_03,NA,0809,van damme,5.335480673934626,Van_Damme_2013,article,Ilse Van Damme; Lien Seynaeve,The effect of mood on confidence in false memories,2013,Journal of Cognitive Psychology,10.1080/20445911.2013.769440,en,nl-be,be,students,lab,course_credit,NA,0,0,0,0,300,50,50,within,NA,NA,0.76,0.61,0.212,0.283,proportion,0,omit,omit,consistent,within comparison on sad participants,"table 2, p.313.",19.5,NA,2.57,17,38,0.26,NA,negative,0,0,visual,eric_the_electrician,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,12,8,20,We have 5 valence manipulations.,contradictory,NA,0,0.595315875942419,0.0417720049607454,2013,0.11198320730676581,23.93947814905544,8.471451362734885e-5,-0.1991503689226356,0.8749529256621377,-0.22761266701511362,0.7944662448650546,0.23294399595313028,0.33790440238207514,1.251028087348034,-0.9936144170422114,2.5825469067723206
744,135,135_01,135_01_02,NA,0810,gordon,4.335480673934626,Gordon_2012,article,Leamarie T. Gordon; Amy M. Shapiro,Priming correct information reduces the misinformation effect,2012,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-012-0191-7,en,en,us,students,lab,course_credit,NA,0,0,0,0,177,25,35,between,NA,NA,0.88,0.57,0.33,0.5,proportion,0,omit,omit,consistent,comparing control and misled groups who recieved a true prime. True prime = post exposure ratings of objects appearing in the slide show,"table 1, p.722",NA,NA,NA,18,25,NA,NA,no_manipulation,0,0,visual,college_students_slides_gordon_shapiro_2012,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,4,4,10,There are three different primes in this study compared between groups.,contradictory,NA,0,0.698983683694914,0.0726429134886928,2012,0.2319832073067658,13.765967690098973,0.0011115519560432185,-0.27945788424599993,0.892324253351379,-0.3131797473804123,0.978441567940914,0.23331065724521588,0.5211610825309219,1.435722053350906,-0.8098227245539262,2.766705860435754
745,135,135_01,135_01_03,NA,0811,gordon,4.335480673934626,Gordon_2012,article,Leamarie T. Gordon; Amy M. Shapiro,Priming correct information reduces the misinformation effect,2012,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-012-0191-7,en,en,us,students,lab,course_credit,NA,0,0,0,0,177,26,35,between,NA,NA,0.85,0.43,0.36,0.5,proportion,0,omit,omit,consistent,comparing control and misled groups who recieved a false prime. False prime = post exposure ratings of objects not present in the slides but in the narrative,"table 1, p.722",NA,NA,NA,18,25,NA,NA,no_manipulation,0,0,visual,college_students_slides_gordon_shapiro_2012,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,4,4,10,There are three different primes in this study compared between groups.,contradictory,NA,0,0.929517075850777,0.0741149505927882,2012,0.20198320730676578,13.492554363212454,8.325442835121822e-4,-0.002640627148627561,0.8932087445219181,-0.00295633821861085,0.9321577029994046,0.23308069786442262,0.47532792969367443,1.3889874763051346,-0.8559913901284135,2.7203067961272227
746,135,135_01,135_01_01,NA,0812,gordon,4.335480673934626,Gordon_2012,article,Leamarie T. Gordon; Amy M. Shapiro,Priming correct information reduces the misinformation effect,2012,Memory {\&}amp$\mathsemicolon$ Cognition,10.3758/s13421-012-0191-7,en,en,us,students,lab,course_credit,NA,0,0,0,0,177,25,31,between,NA,NA,0.84,0.32,0.37,0.47,proportion,0,omit,omit,consistent,comparing control and misled groups who recieved a neutral prime. Neutral prime = post exposure ratings of objects not present in slides nor narrative.,"table 1, p.722",NA,NA,NA,18,25,NA,NA,no_manipulation,0,0,visual,college_students_slides_gordon_shapiro_2012,NA,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,NA,4,4,10,There are three different primes in this study compared between groups.,contradictory,NA,0,1.19673791421354,0.0850454005457377,2012,0.19198320730676577,11.75842542433787,7.163762699887165e-4,0.2800081661946384,0.89932511259911,0.3113536609529295,0.9167297480189015,0.23300915177077144,0.4600402024799622,1.3734192935578409,-0.8713835253728702,2.704843021410673
747,136,136_02,136_02_02,NA,0813,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,159,40,40,within,NA,NA,0.87,0.82,0.191,0.253,proportion,0,omit,omit,consistent,RES design with full attention,"table 4, p.196",19,NA,2.5,NA,NA,0.17000000000000004,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative. .,contradictory,NA,0,0.22090809620562,0.0503050024185574,2017,0.2219832073067658,19.878738732176313,0.0028520575017928836,-0.766733331737594,0.8787174380528039,-0.8725595948529695,0.987641427943214,0.23705313517241333,0.5230258205829788,1.4522570353034492,-0.8025125877990054,2.7777954436854335
748,136,136_02,136_02_04,NA,0814,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,159,40,40,within,NA,NA,0.88,0.73,0.191,0.253,proportion,0,omit,omit,consistent,RES design with divided attention,"table 4, p.196",19,NA,2.5,NA,NA,0.17000000000000004,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative. .,contradictory,NA,0,0.662724288616858,0.052745021767017,2017,0.2319832073067658,18.959135222602736,0.00292986034269949,-0.340345094306859,0.8800852591442302,-0.3867183216292031,1.003069382923717,0.23712545375527222,0.5383120337456653,1.4678267321017686,-0.7871214256467782,2.793260191494212
749,136,136_01,136_01_04,136_01_04,0815,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.84,0.56,0.191,0.253,proportion,0,omit,omit,consistent,RES design with divided attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,1.23708533875147,0.0595648758459615,2017,0.19198320730676577,16.788417432213954,0.001659028756146347,0.2957277757497654,0.8840248157111162,0.334524292185033,0.9413575630017046,0.23685126866344505,0.477137606728732,1.4055775192746771,-0.8486938064503997,2.731408932453809
750,136,136_01,136_01_04,136_01_04,0816,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.66,0.56,0.191,0.253,proportion,0,omit,omit,neutral,RES design with divided attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,0.441816192411239,0.0512200096742298,2017,0.01198320730676583,19.523619896993647,0.0013830146032432534,-0.22183818094140945,0.8794895538766697,-0.2522351515871645,0.6636543733526484,0.23611788731615432,0.20087181810729915,1.1264369285979976,-1.1260247685369498,2.4533335152422464
751,136,136_02,136_02_01,NA,0817,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,159,40,40,within,NA,NA,0.85,0.53,0.191,0.253,proportion,0,omit,omit,consistent,standard testing with full attention,"table 4, p.196",19,NA,2.5,NA,NA,0.17000000000000004,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative. .,contradictory,NA,0,1.41381181571596,0.0624928990641129,2017,0.20198320730676578,16.001818046144365,0.0010584387055510194,0.4758534292656651,0.8859890461572271,0.5370872600847262,0.937958386450295,0.23569011767172485,0.47601424430170697,1.3999025285988829,-0.8515041384271245,2.727420911327714
752,136,136_01,136_01_01,136_01_01,0818,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.75,0.52,0.191,0.253,proportion,0,omit,omit,consistent,standard testing with full attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,1.01617724254585,0.0564538511766755,2017,0.1019832073067658,17.71358338106011,4.070687885099067e-4,0.23249840590058624,0.8827316769728057,0.26338513952269643,0.7836788366452637,0.23510031914068047,0.3228906783756573,1.2444669949148701,-1.0054856231729974,2.5728432964635246
753,136,136_01,136_01_03,136_01_03,0819,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.68,0.52,0.191,0.253,proportion,0,omit,omit,consistent,stanard design with divided attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,0.706905907857982,0.0531232247660282,2017,0.03198320730676585,18.824158443022277,-1.5162722211245047e-4,0.031222756076240032,0.88091285301488,0.03544363777799554,0.675683151781742,0.23483886512629637,0.21540743396394185,1.1359588695995422,-1.1133494007135907,2.4647157042770744
754,136,136_01,136_01_01,136_01_01,0820,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.56,0.52,0.191,0.253,proportion,0,omit,omit,neutral,standard testing with full attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,0.176726476964496,0.0501952015478768,2017,-0.08801679269323415,19.922223024569146,4.823604596323698e-4,-0.3138212150512084,0.8792912286868101,-0.35690247418922755,0.4905476920157044,0.23468203833466528,0.03057934906131221,0.9505160349700966,-1.2984058048632623,2.2795011888946712
755,136,136_01,136_01_03,136_01_03,0821,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.55,0.52,0.191,0.253,proportion,0,omit,omit,neutral,stanard design with divided attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,0.132544857723372,0.0501098008706807,2017,-0.09801679269323416,19.9561758902359,4.560754092461508e-4,-0.34257487931182934,0.8792417125482099,-0.38962537197988717,0.47511973703520133,0.23468560714403863,0.015144399342969628,0.935095074727433,-1.313835558314673,2.2640750323850756
756,136,136_02,136_02_03,NA,0822,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,159,40,40,within,NA,NA,0.73,0.38,0.191,0.253,proportion,0,omit,omit,consistent,stanard design with divided attention,"table 4, p.196",19,NA,2.5,NA,NA,0.17000000000000004,NA,no_manipulation,0,0,visual,rififi,NA,0,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative. .,contradictory,NA,0,1.54635667343934,0.0649451185093148,2017,0.08198320730676578,15.397616063423987,2.1413151267493438e-4,0.7935337467550824,0.88755146018651,0.8940706903781436,0.7528229266842575,0.23501286442385036,0.2922061765099163,1.2134396768585987,-1.0362973957134414,2.5419432490819562
757,136,136_01,136_01_02,136_01_02,0823,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.78,0.38,0.191,0.253,proportion,0,omit,omit,consistent,RES design with full attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,1.76726476964495,0.0695201547876765,2017,0.13198320730676583,14.384317800415273,0.0016111352019341114,0.9184749365262641,0.8897269457793552,1.032311026302263,0.8487898331186858,0.23651562137923768,0.3852277334342684,1.3123519328031032,-0.9410910449676462,2.638670711205018
758,136,136_01,136_01_02,136_01_02,0824,gordon,9.335480673934626,Gordon_2017,article,Leamarie T. Gordon; Ayanna K. Thomas,The forward effects of testing on eyewitness memory: The tension between suggestibility and learning,2017,Journal of Memory and Language,10.1016/j.jml.2017.04.004,en,en,us,students,lab,course_credit_or_money,monetary reward was 15 USD,0,0,0,0,160,40,40,within,NA,NA,0.55,0.38,0.191,0.253,proportion,0,omit,omit,neutral,RES design with full attention,"table 1, p.194",19.3,NA,2.5,NA,NA,0.12,NA,no_manipulation,0,0,visual,rififi,NA,1,0,0,audio,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,8,8,24,in the divided attention participants did a same-modality distractor task when listening to the narrative.,contradictory,NA,0,0.751087527099106,0.0535258279585241,2017,-0.09801679269323416,18.682569483556172,0.0016679989133573528,0.2571406585319919,0.8808109858742144,0.2919362526760234,0.49394686856711406,0.23607489814974256,0.03124857053965724,0.9566451665945709,-1.2957104875971266,2.283604224731355
759,137,137_01,137_01_01,NA,0825,dodson,-16.664519326065374,NA,article,NA,NA,NA,NA,10.3758/BF03333936,en,en,us,community,missing,NA,NA,0,0,0,0,30,9,9,between,NA,NA,0.78,0.63,0.732217272236801,0.98473875261591,proportion,0,9.02,"F(1,24)",consistent,comparing original and misled items.,"table 1, p.335",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,1,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,14,7,14,all participants did a post event accuracy test.,contradictory,NA,1,0.164614377328861,0.222974941478427,1991,0.13198320730676583,4.484808890943249,0.004516744397718925,-0.654011901845195,0.9717672261950878,-0.6730129234816347,0.818626279174056,0.2380691537896637,0.3520193119163878,1.2852332464317242,-0.9720456057252052,2.609298164073317
760,138,138_01,138_01_02,NA,0826,bethel,5.335480673934626,NA,inproceedings,NA,NA,NA,NA,10.1109/HRI.2013.6483498,en,en,us,students,lab,course_credit,NA,0,0,0,0,101,24,24,between,NA,NA,0.39,0.37,0.365644835470085,0.351816596172984,proportion,0,omit,omit,neutral,Between groups comparison on individuals interviewed by a robot,"figure 5, p.29.",19.78,NA,2.01,18,30,0.07999999999999996,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,live,interview,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,9,6,15,"the interview that served as PEI was conducted by a robot. The robot was judged as less trustworthy, so we that could be viewed as a manupulation of credibility.",contradictory,NA,1,0.0548271375830789,0.0833646459897453,2013,-0.2580167926932342,11.995492671113965,0.0017782490020918078,-0.1688047730033601,0.8984249016029171,-0.1878896863857942,0.22363191058643903,0.232875212472531,-0.23279511875183448,0.6800589399247126,-1.564414333386528,2.011678154559406
761,138,138_01,138_01_01,NA,0827,bethel,5.335480673934626,NA,inproceedings,NA,NA,NA,NA,10.1109/HRI.2013.6483498,en,en,us,students,lab,course_credit,NA,0,0,0,0,101,24,24,between,NA,NA,0.43,0.26,0.332546422566767,0.307778317319935,proportion,0,omit,omit,neutral,Between groups comparison on individuals interviewed by a human,"figure 5, p.29.",19.78,NA,2.01,18,30,0.06999999999999995,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,live,interview,no_manipulation,no_manipulation,0,0,0,0,cued_recall,text,NA,9,6,15,NA,contradictory,NA,1,0.521877746319451,0.0861703789802445,2013,-0.2180167926932342,11.604915886806776,0.0015662798031461987,0.2365340158109996,0.9000271588842939,0.2628076424984949,0.28534373050845147,0.23271230020242167,-0.1707639966477681,0.741451457664671,-1.5026210331954886,2.0733084942123914
