...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
738,123,123_01,123_01_01,NA,0796,kidorf & cox,-9.573991031390051,NA,NA,NA,NA,NA,NA,10.1080/00221325.1996.9914876.,en,en,us,community,missing,NA,NA,0,0,0,0,74,16,18,between,NA,NA,0.766,0.653,0.266,0.286,proportion,0,omit,omit,neutral,unbiased/none vs unbiased/biased,NA,4.33,NA,NA,3.5,5.5,-0.029000000000000026,NA,no_manipulation,0,0,audio,birthday_party_story_kidorf_cox_1996,NA,0,0,336,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,visual,NA,4,4,4,NA,"They had an additional control group which was not exposed to any PEI at all, I just compared with the consistent group (unbiased/none). Age was generalized across conditions",0,0.39857368797712,0.120391746507727,1996,0.11422771375437546,-5.023521680427802e-4,0.15769164288937781,0.8963065201173093,0.1759349500980301,0.4915862613945062,0.25824152540650236,-0.014557827714923699,0.9977303505039361,-1.3329318498836173,2.31610437267263,0.874662136395893,0.37466213639589296,0.9019177121640106
739,123,123_01,123_01_01,NA,0797,kidorf & cox,-9.573991031390051,NA,NA,NA,NA,NA,NA,10.1080/00221325.1996.9914876.,en,en,us,community,missing,NA,NA,0,0,0,0,74,16,20,between,NA,NA,0.766,0.512,0.266,0.298,proportion,0,omit,omit,neutral,unbiased/none vs biased/none,NA,4.33,NA,NA,3.5,5.5,0,NA,no_manipulation,0,0,audio,birthday_party_story_kidorf_cox_1996,NA,0,0,168,audio,narrative,NA,no_manipulation,0,168,0,0,recognition,visual,NA,4,4,4,NA,"They had an additional control group which was not exposed to any PEI at all, I just compared with the consistent group (unbiased/none). Age was generalized across conditions",0,0.873462058282024,0.123096332878587,1996,0.11422771375437546,0.00349689449478203,-0.7462823636705713,0.8971602165845557,-0.8318273033902809,0.8551717853690273,0.2578999112980831,0.3496972476087099,1.3606463231293446,-0.9691606974217284,2.679504268159783,0.9936048190854005,0.49360481908540055,2.194147165164861
740,123,123_01,123_01_01,NA,0798,kidorf & cox,-9.573991031390051,NA,NA,NA,NA,NA,NA,10.1080/00221325.1996.9914876.,en,en,us,community,missing,NA,NA,0,0,0,0,74,16,20,between,NA,NA,0.766,0.475,0.266,0.302,proportion,0,omit,omit,neutral,unbiased/none vs none/biased,NA,4.33,NA,NA,3.5,5.5,-0.028000000000000025,NA,no_manipulation,0,0,audio,birthday_party_story_kidorf_cox_1996,NA,0,0,336,audio,narrative,NA,no_manipulation,0,0,0,0,recognition,visual,NA,4,4,4,NA,"They had an additional control group which was not exposed to any PEI at all, I just compared with the consistent group (unbiased/none). Age was generalized across conditions",0,0.992499655351995,0.126181327303803,1996,0.11422771375437546,9.369088721016722e-4,-0.7245607444105115,0.8976257228577309,-0.8071969485274552,0.7245607444105115,0.25606837934464205,0.2226759433154729,1.22644554550555,-1.0987803791897002,2.5479018680107233,0.997397308362112,0.49739730836211205,2.5845772832532963
741,124,124_01,124_01_01,NA,0799,klein-selle,15.426008968609949,klein_Selle_2020,article,Nathalie klein Selle; Danna Waxman; Katja Volz; Wolfgang Ambach; Gershon Ben-Shakhar,Is the {CIT} susceptible to misleading information? A constructive replication,2020,Journal of Forensic Sciences,10.1111/1556-4029.14630,en,he,il,students,lab,course_credit_or_money,21 USD,0,0,0,0,39,39,39,within,NA,NA,0.705,0.625,0.156,0.406,proportion,0,omit,omit,no_misinformation,comparing no-misinof condition to misinfo-narr condition,"figure 1, p.651",24,NA,2.31,NA,NA,0.21799999999999997,NA,no_manipulation,0,0,live,mock_crime_klein-selle(2021),NA,0,0,168,text,narrative,no_manipulation,no_manipulation,2,168,0,0,recognition,text,NA,1,1,1,post event retention interval is the mode of the interval reported(6-8) days.,this studie examines how misifnormation can effect CIT. Note that we have the same control for both effects.,0,0.257544800995713,0.0517072392597431,2021,0.053227713754375405,0.0025799530288830165,-0.4943587592578541,0.9129515307512869,-0.541495076798914,0.6286204581799021,0.2581069775380611,0.12274007804681364,1.1345008383129906,-1.195824514529627,2.4530654308894313,0.8713091695452553,0.3713091695452553,0.8904523965670694
742,124,124_01,124_01_01,NA,0800,klein-selle,15.426008968609949,klein_Selle_2020,article,Nathalie klein Selle; Danna Waxman; Katja Volz; Wolfgang Ambach; Gershon Ben-Shakhar,Is the {CIT} susceptible to misleading information? A constructive replication,2020,Journal of Forensic Sciences,10.1111/1556-4029.14630,en,he,il,students,lab,course_credit_or_money,21 USD,0,0,0,0,39,39,39,within,NA,NA,0.705,0.55,0.156,0.219,proportion,0,omit,omit,no_misinformation,"comparing no-misinfo to misinfo-all conditions - that is, condition where misinformation was provided in both narrative and CIT.","figure 1, p.651",24,NA,2.31,NA,NA,0.21799999999999997,NA,no_manipulation,0,0,live,mock_crime_klein-selle(2021),NA,0,0,168,text,narrative,no_manipulation,no_manipulation,2,168,0,0,recognition,text,NA,1,1,1,post event retention interval is the mode of the interval reported(6-8) days.,this studie examines how misifnormation can effect CIT. Note that we have the same control for both effects.,0,0.807165866189526,0.0554584406124454,2021,0.053227713754375405,0.003007015331140243,-0.41114621324507744,0.8933538475562691,-0.46022772988525223,0.6453979674656994,0.26252092088095025,0.130866417350748,1.1599295175806508,-1.181464702661744,2.4722606375931426,0.9996954301065538,0.4996954301065538,3.5163130286309814
743,125,125_01,125_01_01,NA,0801,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.69,0.46,0.430131666666667,0.541085833333334,proportion,0,omit,omit,consistent,"compared TEST RETURN-SEQ. WARN RE-TEST on test (white bar with stripes), values were extraced with ruler","Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,visual,NA,1,2,14,NA,NA,1,0.469336212800828,0.0142713133344553,1986,0.03822771375437539,7.312738563165598e-4,-0.36279072452596345,0.9138059879237166,-0.39701066672836116,0.6350436140067824,0.2564361883395654,0.13243792052850423,1.1376493074850607,-1.1884960709351873,2.458583298948752,0.9999573020304366,0.49995730203043665,4.36959277669388
744,125,125_01,125_01_02,NA,0802,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.75,0.46,0.284312,0.37361,proportion,0,omit,omit,consistent,compared RETURN-SEQ. TEST WARN RE-TEST on test (white bar with stripes)values were extraced with ruler,"Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,visual,NA,1,2,14,NA,NA,1,0.871260794715361,0.0152067627993195,1986,0.09822771375437545,0.0010083612512323443,-0.3905013276852023,0.8937546019400525,-0.43692231272157933,0.5878718314593953,0.260899187330644,0.07651882069556437,1.0992248422232263,-1.2380981576309815,2.4138418205497723,0.9999999999991985,0.49999999999919853,12.096112728377662
745,125,125_01,125_01_05,NA,0803,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.65,0.47,0.431431666666667,0.540075833333334,proportion,0,omit,omit,consistent,compared RETURN-SEQ. TEST WARN RE-TEST on retest (black bar)values were extraced with ruler,"Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,1,0,1,0,recognition,visual,NA,1,2,14,return-to-the-scene phase in random order,repeated events,1,0.367295816372637,0.0141231010707028,1986,-0.0017722862456245325,0.004509593360530848,-0.22169902371486927,0.8979015299085592,-0.24690794739758015,0.5999399694616943,0.2575910959758751,0.09507069861077866,1.1048092403126097,-1.2242249024978036,2.424104841421192,0.9990014323505897,0.4990014323505897,3.0006225078885302
746,125,125_01,125_01_03,NA,0804,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.7,0.48,0.430871666666667,0.539825833333334,proportion,0,omit,omit,consistent,compared TEST RETURN-RAN. WARN RE-TEST on test (white bar with stripes)values were extraced with ruler,"Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,visual,NA,1,2,14,exposed to original event slides again after exposure,repeated events,1,0.449271193527094,0.0142393135509258,1986,0.0482277137543754,0.003007391047368245,-0.2586538651441875,0.8936342211684677,-0.28944042094313005,0.5997199018705675,0.26254201741658983,0.0851470033055638,1.114292800435571,-1.227154414380845,2.4265942181219797,0.9999167227605871,0.4999167227605871,4.07947367984243
747,125,125_01,125_01_06,NA,0805,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.64,0.52,0.286734,0.369037142857143,proportion,0,omit,omit,consistent,compared TEST RETURN-RAN. WARN RE-TEST on retest (black bar)values were extraced with ruler,"Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,1,0,1,0,recognition,visual,NA,1,2,14,return-to-the-scene phase before initial recall,repeated events,1,0.362179286670472,0.0141166212425228,1986,-0.011772286245624541,7.252477112668439e-4,-0.15599205466058802,0.9148084517634665,-0.17051881665487872,0.625908000887756,0.2564374014181501,0.12329992981914129,1.1285160719563707,-1.197632339369292,2.4494483411448043,0.9988493137800404,0.4988493137800404,2.939043087767671
748,125,125_01,125_01_04,NA,0806,kroll & timourian,-19.57399103139005,NA,NA,NA,NA,NA,NA,10.3758/BF03330538,en,en,us,students,lab,course_credit,NA,0,0,0,0,432,144,144,within,NA,NA,0.705,0.66,0.266467,0.36850130952381,proportion,0,omit,omit,consistent,compared TEST RETURN-SEQ. WARN RE-TEST on retest (black bar)values were extraced with ruler,"Figure 1, p.166",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,purse_snatching_kroll_timourioan_1986,NA,0,0,0,text,questionnaire,NA,no_manipulation,1,0,1,0,recognition,visual,NA,1,2,14,return-to-the-scene phase in controlled order,repeated events,1,0.139576700462002,0.0139227112071386,1986,0.053227713754375405,0.0030168840961514553,-0.2824751328846292,0.8935325315040347,-0.31613301466389165,0.5905842887515412,0.26254858099827594,0.07599852580282329,1.1051700517002592,-1.2362936510328852,2.417462228535968,0.8815772222661461,0.3815772222661461,0.9265647562895137
749,126,126_01,126_01_05,NA,0807,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,7,7,within,NA,NA,2.43,2.71,1.27,0.95,count,0,omit,omit,neutral,low young,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,low credibility/competence,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,-0.233678284235103,0.287664483590109,2001,-0.044272286245624515,0.0029621976816295386,0.029186336149662373,0.8951034420518548,0.03260666284866276,0.6271267412276467,0.2625270150490066,0.11258324676278897,1.1416702356925044,-1.1997392930336463,2.4539927754889397,0.33153168985716774,-0.16846831014283226,-0.4794749527122527
750,126,126_01,126_01_06,NA,0808,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,19,19,within,NA,NA,2.63,2.05,1.07,1.18,count,0,omit,omit,neutral,low old,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,low credibility/competence,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,0.504124926450456,0.108607130808798,2001,0.005727713754375419,0.0010060862796624234,0.16244461582518577,0.8967345464295461,0.18115128548574166,0.6609567364116062,0.2608795059112258,0.1496423005209997,1.1722711723022128,-1.1650024503698524,2.486915923193065,0.9369556908248909,0.43695569082489094,1.2003541098108284
751,126,126_01,126_01_03,NA,0809,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,18,18,within,NA,NA,2.44,1.94,0.98,1.21,count,0,omit,omit,neutral,mid young,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,NA,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,0.444019264023921,0.113849348705894,2001,-0.04177228624562457,9.901732559764085e-4,-0.005864704786917252,0.8953069135191597,-0.006550496481552911,0.6152786708164742,0.2608859085159798,0.10395168605114247,1.126605655581806,-1.210684030004844,2.4412413716377923,0.9059031375451244,0.4059031375451244,1.0264248573511856
752,126,126_01,126_01_04,NA,0810,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,15,15,within,NA,NA,2.4,1.87,0.91,0.74,count,0,omit,omit,neutral,mid old,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,NA,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,0.62174390686202,0.139776091428667,2001,-0.05177228624562458,0.0010340008456418857,-0.05557415563588958,0.8947098913119499,-0.06211416256324037,0.5513293789832896,0.2609279004022762,0.039920091633174004,1.0627386663334053,-1.2746563708596355,2.377315128826215,0.9518448716652977,0.45184487166529774,1.317357455395857
753,126,126_01,126_01_02,NA,0811,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,17,17,within,NA,NA,2.41,1.59,1.06,1.37,count,0,omit,omit,neutral,high old,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,high credibility/competence,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,0.653636241735301,0.123930004948674,2001,-0.04927228624562452,0.0011672172964860869,-0.07514708791406477,0.8943331557668874,-0.08402583246466627,0.4873800871501048,0.2610084073052286,-0.024186990830304345,0.998947165130514,-1.3386498618690483,2.313410036169258,0.9683249485980702,0.46832494859807017,1.4992826716755747
754,126,126_01,126_01_01,NA,0812,kwong see et al,-4.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//0882-7974.16.2.346,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,17,17,within,NA,NA,2.82,1.35,0.73,0.86,count,0,omit,omit,neutral,high young,"Table 3, p.349",19.7,NA,2.4,18,30,0.13,NA,no_manipulation,0,0,visual,shoplifting_slides_weingradt_1995,NA,0,0,0,text,narrative,strong,no_manipulation,0,0,0,0,recognition,text,NA,4,4,NA,high credibility/competence,Young adults rated an old female witness (82 years) to be less competent but more honest than a young female witness (28 years). The effect of age stereotyping on believability was assessed indirectly by using a variant of Loftus' misinformation paradigm. Age and gender distr was generalized across all conditions,0,1.79931635135411,0.165257931356622,2001,0.053227713754375405,0.0010545184794783608,0.12325492463207233,0.8955653424622502,0.1376280644058842,0.5330581527452367,0.26094697351011625,0.02161148279068137,1.0445048226997922,-1.2929380673081017,2.359054372798575,0.9999952035634977,0.4999952035634977,5.31908130056956
755,128,128_01,128_01_02,NA,0818,lampinen,-10.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,NA,NA,0,0,0,0,120,20,20,between,NA,NA,1.59,1.69,0.626,0.626,count,0,omit,omit,consistent,comparing misled and unbiased groups on PEI recieved from an uncredible adult.,p.624,4.55,NA,0.783,3,5.75,-0.02400000000000002,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,0,audiovisual,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,visual,NA,2,2,2,The children watch a vieotaped itnerview. Therefore the exposure is a narrative but in interview form.,this study examines how the credibility of a witness impacts childrens recall accuracy. Demographics and group samples size are infered from full sample.,0,-0.156567156889928,0.100306415932707,1995,0.14322771375437549,0.0028831355224829525,-0.127670584877141,0.8913058222046761,-0.1432399314539911,0.692576814901503,0.2581052229553449,0.1866998736873463,1.1984537561156596,-1.1318672042708222,2.5170208340738283,0.3105287980948105,-0.1894712019051895,-0.5078981176332569
756,128,128_01,128_01_03,NA,0819,lampinen,-10.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,NA,NA,0,0,0,0,120,20,20,between,NA,NA,1.84,1.63,0.671,0.671,count,0,omit,omit,consistent,comparing misled and unbiased groups on PEI recieved from a child.,p.624,4.55,NA,0.783,3,5.75,-0.02400000000000002,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,0,audiovisual,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,visual,NA,2,2,2,The children watch a vieotaped itnerview. Therefore the exposure is a narrative but in interview form.,this study examines how the credibility of a witness impacts childrens recall accuracy. Demographics and group samples size are infered from full sample.,0,0.306740960428465,0.101176125210057,1995,0.2682277137543755,0.002918159693459404,0.1354332688363018,0.8934544517091253,0.1515838536337538,0.7839329460917672,0.2581705087079238,0.2779280471538522,1.2899378450296823,-1.0405465569968935,2.608412449180428,0.8325636837645861,0.3325636837645861,0.7761503394724711
757,128,128_01,128_01_01,NA,0820,lampinen,-10.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,NA,NA,0,0,0,0,120,20,20,between,NA,NA,1.84,1.1,0.671,0.671,count,0,omit,omit,consistent,comparing misled and unbiased groups on PEI recieved from a credible adult.,p.624,4.55,NA,0.783,3,5.75,-0.02400000000000002,NA,no_manipulation,0,0,live,loren_story_ceci_1987,NA,0,0,0,audiovisual,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,visual,NA,2,2,2,The children watch a vieotaped itnerview. Therefore the exposure is a narrative but in interview form.,this study examines how the credibility of a witness impacts childrens recall accuracy. Demographics and group samples size are infered from full sample.,0,1.0808967177003,0.114604221429191,1995,0.2682277137543755,0.005074844488732587,0.7603824662785991,0.9496614691953493,0.8006879197940643,-0.24458251746708004,0.2650034757000227,-0.7639797856170598,0.27481475068289973,-2.0728215668266374,1.5836565318924776,0.9992957158496825,0.49929571584968246,3.1522520851517384
758,129,129_03,129_03_01,295_03_01,0821,lane,7.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.94,0.72,0.258,0.776,proportion,0,omit,omit,consistent,comparing the suggested thrice to the video items in the correct FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.379662318530166,0.0113113103834885,2013,0.2882277137543754,0.003767077729969625,0.5420473917586205,0.9492819922336471,0.571007768179812,-0.09110421706743645,0.2638961931393074,-0.6083312512777049,0.42612281714283207,-1.9187278939657817,1.7365194598309086,0.9998213570899442,0.49982135708994424,3.748014215312432
759,129,129_03,129_03_01,295_03_01,0822,lane,4.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.94,0.59,0.258,0.645,proportion,0,omit,omit,consistent,comparing the suggested once to the video items in the correct FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.711021609808745,0.011813266291132,2010,0.2882277137543754,0.002310054939283463,0.0018012777169494898,0.9478231790706498,0.001900436449249596,0.1829641765033555,0.2624566320612226,-0.33144136984032124,0.6973697228470322,-1.6438630089607247,2.009791361967436,0.9999999999696103,0.4999999999696103,10.517273719144633
760,129,129_02,129_02_03,295_02_03,0823,lane,1.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,341,119,119,within,NA,NA,0.8,0.57,0.182,0.243,proportion,0,omit,omit,consistent,compares the suggested and the observed items in the instruct + rating condition,"table 2, page 1136, standard deviations were estimated from the standard error.",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,zaragoza_lane_office_theft_slides_1994,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,2,2,21,The different conditions serve to enhance the metanemonic knowlege and thus increase ease of retrival,NA,0,1.06796467556891,0.0192028330845861,2007,0.1482277137543755,0.001975108692693525,-0.9295720652201371,0.9498209056688932,-0.978681412118955,0.4862665320550321,0.26167815736055833,-0.026613231912467006,0.9991462960225312,-1.340131604094048,2.3126646682041123,0.9999999999999936,0.49999999999999356,14.191161776628066
761,129,129_03,129_03_01,295_03_01,0824,lane,6.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.91,0.56,0.258,0.776,proportion,0,omit,omit,consistent,comparing the suggested thrice to the video items in the no FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.604008234025264,0.0116178138149588,2012,0.2582277137543755,0.004331976623053847,-0.801175144515859,0.9475018214502329,-0.8455658093507321,0.9509091517642501,0.26315097537716764,0.43514271752841494,1.4666755860000853,-0.8763017047396797,2.77812000826818,0.999999989513325,0.499999989513325,7.979362192441278
762,129,129_02,129_02_02,295_02_02,0825,lane,1.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,341,102,102,within,NA,NA,0.79,0.48,0.182,0.243,proportion,0,omit,omit,consistent,compares the suggested and the observed items in the rating only condition,"table 2, page 1136, standard deviations were estimated from the standard error.",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,zaragoza_lane_office_theft_slides_1994,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,2,2,21,The different conditions serve to enhance the metanemonic knowlege and thus increase ease of retrival,NA,0,1.43865615852815,0.0246807145648799,2007,0.13822771375437548,0.005274375610445684,-0.06677330136438209,0.9623838909848051,-0.06938322844956718,1.2596928751873422,0.26458518092284944,0.7411154497355432,1.7782703006391412,-0.5683134283110054,3.08769917868569,1,0.5,Inf
763,129,129_03,129_03_01,295_03_01,0826,lane,5.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.81,0.45,0.397,0.776,proportion,0,omit,omit,consistent,comparing the suggested thrice to the video items in the incorrect FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.582855109919621,0.0115829445543881,2011,0.1582277137543755,0.005989916001925804,-1.0689078080507846,0.878063673609014,-1.2173465776774066,1.3918057859337185,0.2634385742755655,0.8754756682150302,1.9081359036524068,-0.4355642614034021,3.219175833270839,0.9999999694679026,0.4999999694679026,7.515243360767957
764,129,129_03,129_03_01,295_03_01,0827,lane,3.426008968609949,NA,article,NA,NA,NA,NA,10.1037/0278-7393.33.6.1131,en,en,us,students,lab,course_credit,NA,0,0,0,0,180,180,180,within,NA,NA,0.91,0.42,0.258,0.776,proportion,0,omit,omit,consistent,comparing the suggested once to the video items in the no FB condition,"table 3, page 1139",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,ohio_state_police_zaragoza_mitchell_1996,NA,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,32,The different conditions have different amount of ''training'' on the exposure material and different amount of feedback,NA,0,0.84561152763537,0.0121042484106525,2009,0.2582277137543755,0.029617597061979875,-0.8891499160293143,0.8766779001240157,-1.0142264518171773,0.9342090317123158,0.26705878165896413,0.41078343790560023,1.4576346255190313,-0.8951785302037997,2.7635965936284315,0.9999999999999925,0.49999999999999245,14.122080857484766
